x3,y3,z3,y,z,zy,v.states,yzstate
42.0368,22.645,-141.9905,3,2,32,2,322
42.0212,22.6459,-141.9686,3,2,32,2,322
42.0145,22.7059,-141.924,3,2,32,2,322
42.0071,22.6995,-141.9377,3,2,32,2,322
41.9909,22.6856,-141.9032,3,1,31,2,312
41.9732,22.7276,-141.8549,3,1,31,2,312
41.9837,22.7194,-141.7669,3,1,31,2,312
41.9655,22.755,-141.7265,3,1,31,2,312
41.9754,22.7948,-141.6682,3,1,31,2,312
41.9757,22.7737,-141.6541,3,1,31,2,312
41.9853,22.7619,-141.5675,3,1,31,2,312
41.9871,22.7785,-141.465,3,1,31,2,312
41.9961,22.7908,-141.399,3,1,31,2,312
42.0283,22.8214,-141.3176,3,2,32,2,322
42.0758,22.8478,-141.2555,3,2,32,2,322
42.0999,22.878,-141.1532,3,2,32,2,322
42.132,22.8978,-141.0318,3,2,32,2,322
42.1744,22.9309,-140.9191,3,2,32,2,322
42.1871,22.9584,-140.8406,3,2,32,2,322
42.1895,22.9974,-140.7834,3,2,32,2,322
42.156,23.0003,-140.7073,3,2,32,2,322
42.1358,22.991,-140.6815,3,2,32,2,322
42.1476,22.9275,-140.6583,3,2,32,2,322
42.1255,22.8803,-140.6196,3,2,32,2,322
42.0937,22.8906,-140.5456,3,2,32,2,322
42.0726,22.8835,-140.506,3,2,32,2,322
42.0667,22.9014,-140.4603,3,2,32,2,322
42.1032,22.9802,-140.4048,3,2,32,2,322
42.0841,23.0921,-140.3204,3,2,32,2,322
42.0816,23.1434,-140.2612,3,2,32,2,322
42.0969,23.1874,-140.2315,3,2,32,2,322
42.0926,23.2406,-140.2288,3,2,32,2,322
42.0915,23.2448,-140.1935,3,2,32,2,322
42.0854,23.2582,-140.1291,3,2,32,2,322
42.0789,23.262,-140.0789,3,2,32,2,322
42.0768,23.299,-140.0149,3,2,32,2,322
42.0792,23.2977,-139.9582,3,2,32,2,322
42.0685,23.2834,-139.9286,3,2,32,2,322
42.0711,23.3163,-139.8718,3,2,32,2,322
42.063,23.3266,-139.8021,3,2,32,2,322
42.0673,23.3312,-139.7351,3,2,32,2,322
42.0764,23.3464,-139.7749,3,2,32,2,322
42.0812,23.3309,-139.7197,3,2,32,2,322
42.101,23.358,-139.6395,3,2,32,2,322
42.0943,23.3733,-139.6124,3,2,32,2,322
42.0879,23.3813,-139.5809,3,2,32,2,322
42.0808,23.3851,-139.559,3,2,32,2,322
42.0699,23.3738,-139.5867,3,2,32,2,322
42.0399,23.3819,-139.5661,3,2,32,2,322
42.0161,23.4183,-139.546,3,2,32,2,322
41.9709,23.4548,-139.5354,3,1,31,2,312
41.9495,23.4788,-139.5843,3,1,31,2,312
41.9315,23.5003,-139.5832,3,1,31,2,312
41.922,23.463,-139.5765,3,1,31,2,312
41.9121,23.4618,-139.5515,3,1,31,2,312
41.9157,23.4752,-139.546,3,1,31,2,312
41.9551,23.5171,-139.5569,3,1,31,2,312
41.9953,23.5715,-139.5715,3,1,31,2,312
41.9933,23.5723,-139.6008,3,1,31,2,312
42.0005,23.5839,-139.607,3,1,31,2,312
41.997,23.5785,-139.5793,3,1,31,2,312
42.0158,23.603,-139.5262,3,2,32,2,322
42.016,23.5798,-139.4149,3,2,32,2,322
41.9988,23.5836,-139.2886,3,1,31,2,312
41.9896,23.5799,-139.1579,3,1,31,2,312
41.9776,23.603,-139.0535,3,1,31,2,312
41.94,23.5044,-138.9479,3,1,31,2,312
41.9338,23.4649,-138.9279,3,1,31,2,312
41.9447,23.3988,-138.9661,3,1,31,2,312
41.9569,23.4005,-138.9765,3,1,31,2,312
41.9771,23.4952,-139.0738,3,1,31,2,312
41.9926,23.5804,-139.1231,3,1,31,2,312
42.0336,23.6431,-139.1843,3,2,32,2,322
42.0401,23.6956,-139.1382,3,2,32,2,322
42.0363,23.7065,-139.163,3,2,32,2,322
42.0305,23.7245,-139.1596,3,2,32,2,322
42.0334,23.7146,-139.1425,3,2,32,2,322
42.0111,23.6999,-139.0913,3,2,32,2,322
41.9957,23.6736,-139.0591,3,1,31,2,312
41.9834,23.7024,-139.0032,3,1,31,2,312
41.9898,23.7228,-138.9554,3,1,31,2,312
41.9804,23.7448,-138.9246,3,1,31,2,312
41.982,23.7758,-138.8616,3,1,31,2,312
41.9917,23.8286,-138.7959,3,1,31,2,312
42.0193,23.8838,-138.7191,3,2,32,2,322
42.0509,23.9139,-138.6953,3,2,32,2,322
42.0647,23.8978,-138.6914,4,2,42,2,422
42.056,23.86,-138.6817,4,2,42,2,422
42.0774,23.8279,-138.6245,4,2,42,2,422
42.0798,23.8085,-138.5711,4,2,42,2,422
42.114,23.7888,-138.5454,4,2,42,2,422
42.0982,23.7551,-138.5278,4,2,42,2,422
42.1107,23.7187,-138.4838,4,2,42,2,422
42.0882,23.6875,-138.4528,4,2,42,2,422
42.0752,23.6035,-138.397,4,2,42,2,422
42.0235,23.5495,-138.3518,4,2,42,1,421
41.9738,23.4995,-138.2871,4,1,41,1,411
41.9497,23.4842,-138.2573,4,1,41,1,411
41.9142,23.4917,-138.2235,4,1,41,1,411
41.8866,23.4972,-138.2272,4,1,41,1,411
41.8517,23.4926,-138.2081,4,1,41,1,411
41.8502,23.5093,-138.2051,4,1,41,1,411
41.8509,23.5436,-138.1873,4,1,41,1,411
41.8593,23.5362,-138.1749,4,1,41,1,411
41.8474,23.5471,-138.164,4,1,41,1,411
41.8506,23.4954,-138.1294,4,1,41,1,411
41.8526,23.4721,-138.1642,4,1,41,1,411
41.8347,23.4772,-138.2239,4,1,41,1,411
41.8237,23.4272,-138.2783,4,1,41,1,411
41.8042,23.378,-138.3058,4,1,41,1,411
41.7857,23.3285,-138.3164,4,1,41,1,411
41.748,23.2689,-138.376,4,1,41,1,411
41.6891,23.1985,-138.4122,4,1,41,1,411
41.6403,23.1358,-138.4417,4,1,41,1,411
41.6301,23.1036,-138.4586,4,1,41,1,411
41.6199,23.0394,-138.4508,4,1,41,1,411
41.6062,22.9664,-138.4568,4,1,41,1,411
41.5685,22.9313,-138.4596,4,1,41,1,411
41.5718,22.8616,-138.4545,4,1,41,1,411
41.6116,22.8107,-138.419,4,1,41,1,411
41.628,22.7583,-138.3733,4,1,41,1,411
41.6361,22.7407,-138.3714,4,1,41,1,411
41.6636,22.7365,-138.4405,4,1,41,1,411
41.7226,22.7603,-138.4848,4,1,41,1,411
41.8306,22.7872,-138.5329,4,1,41,1,411
41.891,22.8031,-138.5427,4,1,41,1,411
41.9412,22.8378,-138.5318,4,1,41,1,411
41.9763,22.8662,-138.5038,4,1,41,1,411
42.0074,22.868,-138.4986,4,2,42,1,421
42.0456,22.8919,-138.4623,4,2,42,1,421
42.093,22.9446,-138.4949,4,2,42,1,421
42.1194,22.9776,-138.4436,4,2,42,1,421
42.104,22.9928,-138.3857,4,2,42,1,421
42.0781,22.9984,-138.3354,4,2,42,1,421
42.0558,22.9764,-138.3094,4,2,42,1,421
42.0687,23.0144,-138.2665,4,2,42,1,421
42.0487,22.9503,-138.2135,4,2,42,1,421
42.0448,22.9195,-138.2164,4,2,42,1,421
42.0018,22.8771,-138.1369,4,1,41,1,411
41.982,22.803,-138.0322,4,1,41,1,411
41.945,22.7607,-137.9453,4,1,41,1,411
41.9086,22.7115,-137.9263,4,1,41,1,411
41.8658,22.6073,-137.8773,4,1,41,1,411
41.8195,22.4921,-137.8607,4,1,41,1,411
41.7305,22.3757,-137.7798,4,1,41,1,411
41.6692,22.2564,-137.7,4,1,41,1,411
41.6327,22.1476,-137.7328,4,1,41,1,411
41.6297,22.0281,-137.7605,4,1,41,1,411
41.6302,21.9498,-137.7726,4,1,41,1,411
41.6442,21.8288,-137.8113,4,1,41,1,411
41.6741,21.7962,-137.7899,4,1,41,1,411
41.7469,21.8095,-137.7902,4,1,41,1,411
41.7966,21.8568,-137.8063,4,1,41,1,411
41.8517,21.9195,-137.819,4,1,41,1,411
41.855,21.9396,-137.8738,4,1,41,1,411
41.8984,22.0123,-137.899,4,1,41,1,411
41.9199,22.07,-137.9673,4,1,41,1,411
41.9304,22.0828,-137.9883,4,1,41,1,411
41.9103,22.1092,-138.0112,4,1,41,1,411
41.9086,22.1564,-137.9972,4,1,41,1,411
41.9082,22.2076,-137.9807,4,1,41,1,411
41.9089,22.2119,-138.0301,4,1,41,1,411
41.8904,22.1395,-138.0282,4,1,41,1,411
41.8714,22.0298,-138.0468,4,1,41,1,411
41.8404,21.9327,-138.013,4,1,41,1,411
41.8588,21.8789,-137.9905,4,1,41,1,411
41.858,21.8353,-137.9648,4,1,41,1,411
41.8803,21.7988,-137.9535,4,1,41,1,411
41.9057,21.7201,-137.9619,4,1,41,1,411
41.9033,21.6834,-137.9386,4,1,41,1,411
41.9116,21.6807,-137.9344,4,1,41,1,411
41.9221,21.6927,-137.9003,4,1,41,1,411
41.9262,21.686,-137.8882,4,1,41,1,411
41.933,21.652,-137.8712,4,1,41,1,411
41.9359,21.6033,-137.8995,4,1,41,1,411
41.9604,21.5609,-137.9433,4,1,41,1,411
41.9708,21.5226,-137.8944,4,1,41,1,411
41.9447,21.4684,-137.9137,4,1,41,1,411
41.915,21.4185,-137.9559,4,1,41,1,411
41.8679,21.3799,-137.9957,4,1,41,1,411
41.8249,21.3133,-138.0335,4,1,41,1,411
41.7979,21.2859,-138.0892,4,1,41,1,411
41.7826,21.2865,-138.0777,4,1,41,1,411
41.7383,21.2734,-138.0956,4,1,41,1,411
41.6907,21.2195,-138.0672,4,1,41,1,411
41.6558,21.1651,-138.0397,4,1,41,1,411
41.6174,21.1394,-138.0121,4,1,41,1,411
41.6009,21.1259,-138.0081,4,1,41,1,411
41.5802,21.1103,-137.9494,4,1,41,1,411
41.5794,21.1055,-137.9076,4,1,41,1,411
41.5872,21.0609,-137.9306,4,1,41,1,411
41.6045,21.0336,-137.9637,4,1,41,1,411
41.6058,21.025,-138.0167,4,1,41,1,411
41.6016,20.9742,-138.0501,4,1,41,1,411
41.5772,20.9167,-138.0955,4,1,41,1,411
41.5536,20.8507,-138.1312,4,1,41,1,411
41.5653,20.8086,-138.1636,4,1,41,1,411
41.5462,20.7685,-138.2299,4,1,41,1,411
41.5396,20.7532,-138.2832,4,1,41,1,411
41.5487,20.7159,-138.3339,4,1,41,1,411
41.5735,20.712,-138.379,4,1,41,1,411
41.5991,20.7146,-138.4372,4,1,41,1,411
41.6112,20.6921,-138.4865,4,1,41,1,411
41.6253,20.7007,-138.5138,4,1,41,1,411
41.6121,20.6566,-138.5651,4,1,41,1,411
41.6041,20.6132,-138.6124,4,1,41,1,411
41.6058,20.5644,-138.6667,4,1,41,1,411
41.5899,20.5127,-138.7172,3,1,31,1,311
41.5808,20.4716,-138.7472,3,1,31,1,311
41.5895,20.4242,-138.7884,3,1,31,1,311
41.5616,20.3682,-138.8009,3,1,31,1,311
41.5341,20.3072,-138.8167,3,1,31,1,311
41.5218,20.2569,-138.8502,3,1,31,1,311
41.5106,20.1879,-138.8687,3,1,31,1,311
41.4851,20.1457,-138.8507,3,1,31,1,311
41.4704,20.1012,-138.8979,3,1,31,1,311
41.4525,20.0992,-138.8759,3,1,31,1,311
41.4492,20.0728,-138.864,3,1,31,1,311
41.4314,20.0326,-138.8729,3,1,31,1,311
41.4337,20.0077,-138.8853,3,1,31,1,311
41.4226,20.0018,-138.8969,3,1,31,1,311
41.4128,19.9932,-138.8688,3,1,31,1,311
41.4164,19.9749,-138.8493,3,1,31,1,311
41.4025,19.9122,-138.8077,3,1,31,1,311
41.4029,19.8666,-138.7504,3,1,31,1,311
41.3669,19.7731,-138.656,4,1,41,1,411
41.3522,19.6963,-138.5856,4,1,41,1,411
41.3602,19.6634,-138.5025,4,1,41,1,411
41.3813,19.6139,-138.4504,4,1,41,1,411
41.4139,19.6093,-138.4296,4,1,41,1,411
41.4912,19.6211,-138.4667,4,1,41,1,411
41.5551,19.6601,-138.4613,4,1,41,1,411
41.5997,19.6718,-138.4538,4,1,41,1,411
41.6285,19.6825,-138.4432,4,1,41,1,411
41.6433,19.7095,-138.4348,4,1,41,1,411
41.6587,19.7314,-138.4637,4,1,41,1,411
41.6617,19.76,-138.4435,4,1,41,1,411
41.6585,19.7475,-138.4592,4,1,41,1,411
41.6534,19.7219,-138.4576,4,1,41,1,411
41.6515,19.7352,-138.4888,4,1,41,1,411
41.6369,19.7467,-138.5441,4,1,41,1,411
41.6329,19.7513,-138.6453,4,1,41,1,411
41.5893,19.7465,-138.7065,3,1,31,1,311
41.5395,19.7161,-138.7415,3,1,31,1,311
41.4675,19.6706,-138.7757,3,1,31,1,311
41.4218,19.6079,-138.7785,3,1,31,1,311
41.3953,19.5605,-138.7607,3,1,31,1,311
41.3992,19.5585,-138.7897,3,1,31,1,311
41.4418,19.5642,-138.7816,3,1,31,1,311
41.5234,19.5966,-138.733,3,1,31,1,311
41.5926,19.6429,-138.7296,3,1,31,1,311
41.6315,19.6476,-138.6918,3,1,31,1,311
41.6596,19.6391,-138.671,4,1,41,1,411
41.6989,19.6444,-138.7162,3,1,31,1,311
41.7025,19.5784,-138.7223,3,1,31,1,311
41.6838,19.4944,-138.7885,3,1,31,1,311
41.6336,19.3659,-138.8803,3,1,31,1,311
41.5711,19.2234,-138.9628,3,1,31,1,311
41.4959,19.1008,-138.9506,3,1,31,1,311
41.4596,19.0182,-138.9455,3,1,31,1,311
41.422,18.9507,-138.9462,3,1,31,1,311
41.4083,18.9125,-138.9234,3,1,31,1,311
41.4011,18.9024,-138.8953,3,1,31,1,311
41.4011,18.8737,-138.8414,3,1,31,1,311
41.414,18.8263,-138.8304,3,1,31,1,311
41.4354,18.7534,-138.8549,3,1,31,1,311
41.452,18.7072,-138.8722,3,1,31,1,311
41.4644,18.6619,-138.8715,3,1,31,1,311
41.4732,18.6119,-138.9246,3,1,31,1,311
41.4649,18.5555,-138.9143,3,1,31,1,311
41.4565,18.5401,-138.9362,3,1,31,1,311
41.4411,18.511,-138.9861,3,1,31,1,311
41.4348,18.4676,-139.0178,3,1,31,1,311
41.4457,18.3623,-139.0296,3,1,31,1,311
41.4757,18.3576,-139.0156,3,1,31,1,311
41.5081,18.3523,-139.0108,3,1,31,1,311
41.5393,18.3455,-138.9873,3,1,31,1,311
41.5671,18.3455,-138.9729,3,1,31,1,311
41.5654,18.3122,-138.9575,3,1,31,1,311
41.6178,18.3015,-138.957,3,1,31,1,311
41.6503,18.2805,-138.9726,3,1,31,1,311
41.6858,18.2442,-138.9555,3,1,31,1,311
41.7138,18.2593,-138.9223,3,1,31,1,311
41.7448,18.2235,-138.8553,3,1,31,1,311
41.7653,18.1977,-138.7972,3,1,31,1,311
41.7631,18.117,-138.7662,3,1,31,1,311
41.7819,18.114,-138.7384,3,1,31,1,311
41.799,18.0709,-138.7179,3,1,31,1,311
41.7943,18.0441,-138.7406,3,1,31,1,311
41.7868,17.9593,-138.7669,3,1,31,1,311
41.7821,17.979,-138.803,3,1,31,1,311
41.7725,17.9877,-138.7888,3,1,31,1,311
41.769,17.971,-138.7621,3,1,31,1,311
41.7595,17.9671,-138.7687,3,1,31,1,311
41.7707,17.9528,-138.7746,3,1,31,1,311
41.7689,18.0012,-138.7555,3,1,31,1,311
41.7967,18.051,-138.7249,3,1,31,1,311
41.837,18.1177,-138.7165,3,1,31,1,311
41.8848,18.1393,-138.7226,3,1,31,1,311
41.9689,18.2006,-138.7478,3,1,31,1,311
42.0427,18.2418,-138.7601,3,2,32,1,321
42.0867,18.2804,-138.7161,3,2,32,1,321
42.081,18.241,-138.692,3,2,32,1,321
42.0609,18.255,-138.6426,4,2,42,1,421
42.0193,18.2172,-138.6029,4,2,42,1,421
41.9414,18.2224,-138.5491,4,1,41,1,411
41.8655,18.2138,-138.5537,4,1,41,1,411
41.8177,18.1911,-138.56,4,1,41,1,411
41.7678,18.1244,-138.5822,4,1,41,1,411
41.7407,18.1324,-138.609,4,1,41,1,411
41.7089,18.1318,-138.6249,4,1,41,1,411
41.685,18.1564,-138.659,4,1,41,1,411
41.6752,18.1154,-138.6805,4,1,41,1,411
41.6781,18.1089,-138.6963,3,1,31,1,311
41.6894,18.1109,-138.7198,3,1,31,1,311
41.6773,18.0378,-138.7054,3,1,31,1,311
41.6741,17.9782,-138.701,3,1,31,1,311
41.6553,17.9139,-138.7149,3,1,31,1,311
41.6479,17.9006,-138.6809,4,1,41,1,411
41.6373,17.8378,-138.595,4,1,41,1,411
41.6258,17.8081,-138.54,4,1,41,1,411
41.6152,17.752,-138.5177,4,1,41,1,411
41.6103,17.745,-138.4973,4,1,41,1,411
41.6044,17.7425,-138.4695,4,1,41,1,411
41.5913,17.7325,-138.4482,4,1,41,1,411
41.5703,17.7082,-138.4463,4,1,41,1,411
41.5786,17.7129,-138.4314,4,1,41,1,411
41.5957,17.707,-138.3967,4,1,41,1,411
41.5996,17.7193,-138.3639,4,1,41,1,411
41.6092,17.7166,-138.4218,4,1,41,1,411
41.6459,17.7432,-138.5009,4,1,41,1,411
41.6768,17.7945,-138.5628,4,1,41,1,411
41.6978,17.797,-138.5527,4,1,41,1,411
41.7232,17.8065,-138.5142,4,1,41,1,411
41.7275,17.7908,-138.493,4,1,41,1,411
41.7318,17.7592,-138.4738,4,1,41,1,411
41.741,17.7855,-138.4356,4,1,41,1,411
41.7388,17.7779,-138.417,4,1,41,1,411
41.7202,17.7603,-138.402,4,1,41,1,411
41.7028,17.736,-138.3979,4,1,41,1,411
41.6931,17.7352,-138.4495,4,1,41,1,411
41.6802,17.7233,-138.5249,4,1,41,1,411
41.6747,17.7204,-138.5915,4,1,41,1,411
41.6675,17.6998,-138.6095,4,1,41,1,411
41.6912,17.7015,-138.6319,4,1,41,1,411
41.6929,17.6682,-138.6273,4,1,41,1,411
41.704,17.6135,-138.6809,4,1,41,1,411
41.7275,17.6098,-138.656,4,1,41,1,411
41.7375,17.6589,-138.6163,4,1,41,1,411
41.7406,17.6886,-138.5808,4,1,41,1,411
41.7455,17.6839,-138.5276,4,1,41,1,411
41.7617,17.6579,-138.5117,4,1,41,1,411
41.7662,17.6119,-138.5082,4,1,41,1,411
41.785,17.5719,-138.5372,4,1,41,1,411
41.8064,17.5795,-138.5427,4,1,41,1,411
41.827,17.531,-138.5675,4,1,41,1,411
41.8241,17.4635,-138.5858,4,1,41,1,411
41.8206,17.3778,-138.6102,4,1,41,1,411
41.8183,17.3088,-138.6267,4,1,41,1,411
41.8285,17.2873,-138.5778,4,1,41,1,411
41.7996,17.2748,-138.5769,4,1,41,1,411
41.797,17.276,-138.506,4,1,41,1,411
41.8393,17.4985,-138.3051,4,1,41,1,411
41.8819,17.7214,-138.0981,4,1,41,1,411
41.8745,17.9345,-137.8817,4,1,41,1,411
41.8734,18.0395,-137.7332,4,1,41,1,411
41.8841,18.043,-137.688,4,1,41,1,411
41.8955,18.0472,-137.6401,4,1,41,1,411
41.9008,18.0954,-137.5726,4,1,41,1,411
41.9084,18.0773,-137.5683,4,1,41,1,411
41.8795,18.0123,-137.5648,4,1,41,1,411
41.8941,17.9698,-137.5641,4,1,41,1,411
41.8966,17.9264,-137.5591,4,1,41,1,411
41.9131,17.8236,-137.5605,4,1,41,1,411
41.9745,17.8333,-137.5624,4,1,41,1,411
42.0079,17.7753,-137.5562,4,2,42,1,421
42.0711,17.7661,-137.572,4,2,42,1,421
42.1235,17.7392,-137.5226,4,2,42,1,421
42.1806,17.7565,-137.4949,4,2,42,1,421
42.2757,17.7787,-137.4245,4,2,42,1,421
42.3722,17.8629,-137.3864,4,2,42,1,421
42.4501,17.8786,-137.4124,4,3,43,3,433
42.528,17.8941,-137.4244,4,3,43,3,433
42.5892,17.8734,-137.4593,4,3,43,3,433
42.6313,17.8347,-137.4772,4,3,43,3,433
42.6418,17.8082,-137.4965,4,3,43,3,433
42.7028,17.7899,-137.5101,4,3,43,3,433
42.7669,17.7754,-137.565,4,3,43,3,433
42.8257,17.7325,-137.644,4,3,43,3,433
42.8705,17.7454,-137.6396,4,3,43,3,433
42.9151,17.7262,-137.6419,4,3,43,3,433
42.9694,17.7294,-137.6787,4,3,43,3,433
43.0164,17.7778,-137.679,4,3,43,3,433
43.0625,17.7578,-137.679,4,3,43,3,433
43.1047,17.7735,-137.686,4,3,43,3,433
43.1438,17.742,-137.7142,4,3,43,3,433
43.1771,17.7373,-137.7321,4,3,43,3,433
43.2154,17.7095,-137.7779,4,4,44,3,443
43.284,17.7337,-137.8258,4,4,44,3,443
43.3738,17.7437,-137.9109,4,4,44,3,443
43.4756,17.7056,-138.0276,4,4,44,3,443
43.5648,17.6755,-138.1013,4,4,44,4,444
43.6492,17.6219,-138.1711,4,4,44,4,444
43.7387,17.5536,-138.2621,4,4,44,4,444
