x,y,z,mydata.TRUTH
23.5444,41.573,-147.2789,4
23.5493,41.5921,-147.3493,4
23.5711,41.5967,-147.4297,4
23.5756,41.6061,-147.5098,4
23.5749,41.581,-147.5857,4
23.5325,41.5471,-147.6089,4
23.4833,41.535,-147.6007,4
23.4938,41.5354,-147.5709,4
23.5045,41.5457,-147.5249,4
23.5112,41.5638,-147.5373,4
23.5033,41.6014,-147.5322,4
23.5029,41.6085,-147.4957,4
23.4974,41.6229,-147.4746,4
23.4892,41.6101,-147.4072,4
23.533,41.6328,-147.3074,4
23.5733,41.6765,-147.2344,4
23.59,41.7093,-147.1924,4
23.5775,41.7232,-147.1593,4
23.5617,41.7201,-147.101,4
23.533,41.7119,-147.1147,4
23.5551,41.7086,-147.1005,4
23.5955,41.7304,-147.1086,4
23.642,41.7599,-147.0927,4
23.6744,41.7693,-147.0885,4
23.7116,41.787,-147.0176,4
23.6828,41.781,-146.9986,4
23.6781,41.7993,-146.9449,4
23.6752,41.7766,-146.9228,4
23.6792,41.7433,-146.8968,4
23.6972,41.7308,-146.8778,4
23.6566,41.6789,-146.8574,4
23.6072,41.6292,-146.8262,4
23.5609,41.5594,-146.8415,4
23.5665,41.5144,-146.8554,4
23.5438,41.4661,-146.8733,4
23.5223,41.4321,-146.8893,4
23.5105,41.4039,-146.8677,4
23.5001,41.3917,-146.8723,4
23.5149,41.3779,-146.8868,4
23.4884,41.3639,-146.8883,4
23.4479,41.3374,-146.8913,4
23.4326,41.3214,-146.8918,4
23.4285,41.307,-146.9212,4
23.4386,41.2904,-146.8687,4
23.4375,41.2923,-146.7813,4
23.4482,41.3013,-146.7044,4
23.4269,41.2879,-146.6482,4
23.4034,41.2677,-146.5719,4
23.417,41.2886,-146.4833,4
23.4313,41.3008,-146.4088,4
23.4141,41.3394,-146.3367,4
23.4652,41.3797,-146.3231,4
23.5112,41.4225,-146.2935,4
23.5829,41.4486,-146.2624,4
23.6557,41.4761,-146.2184,4
23.6535,41.4869,-146.1771,4
23.6836,41.4924,-146.1114,4
23.6982,41.5046,-146.0939,4
23.6792,41.5042,-146.084,4
23.698,41.5187,-146.0463,4
23.658,41.5218,-146.022,4
23.6724,41.5245,-145.9576,4
23.6507,41.5498,-145.9118,4
23.6517,41.5632,-145.9046,4
23.674,41.5858,-145.8875,4
23.7243,41.6084,-145.8547,4
23.7274,41.6081,-145.8121,4
23.7433,41.6186,-145.7802,4
23.751,41.6302,-145.7086,4
23.7791,41.6452,-145.6525,4
23.7581,41.6797,-145.6645,4
23.7698,41.7019,-145.709,4
23.7466,41.6857,-145.7173,4
23.7172,41.6602,-145.7415,4
23.708,41.6445,-145.7557,4
23.6594,41.618,-145.7171,4
23.5979,41.5937,-145.7222,4
23.5697,41.5749,-145.7228,4
23.5611,41.5625,-145.7183,4
23.5454,41.5431,-145.7171,4
23.5476,41.5333,-145.6841,4
23.5373,41.5401,-145.6475,4
23.5554,41.5348,-145.6215,4
23.6244,41.5265,-145.5758,4
23.6777,41.5344,-145.5438,4
23.7455,41.5126,-145.5009,4
23.7799,41.5139,-145.5083,4
23.8409,41.5173,-145.4992,4
23.9164,41.5209,-145.5063,4
23.9449,41.5224,-145.4911,4
23.9444,41.52,-145.4893,4
23.975,41.5321,-145.4661,4
23.9659,41.5353,-145.468,4
23.9648,41.5679,-145.4452,4
23.9451,41.6151,-145.3884,4
23.9327,41.6772,-145.3573,4
23.9726,41.7292,-145.2972,4
23.978,41.782,-145.2567,4
24.02,41.8203,-145.1939,4
23.981,41.8524,-145.1463,4
23.9874,41.8693,-145.1196,4
24.0126,41.8811,-145.1095,4
24.0659,41.8944,-145.0515,4
24.1323,41.8984,-145.0454,4
24.1388,41.9051,-145.0318,4
24.1588,41.8986,-145.0352,4
24.1848,41.9094,-144.9954,4
24.1924,41.9133,-144.9709,4
24.2165,41.9156,-144.9332,4
24.2535,41.9267,-144.9505,4
24.2948,41.9543,-144.9058,4
24.3536,41.9765,-144.9005,4
24.3478,41.9731,-144.9057,4
24.351,41.9497,-144.9431,4
24.3605,41.9019,-144.9753,4
24.328,41.8823,-145.0745,4
24.3286,41.8382,-145.1432,4
24.289,41.7722,-145.1891,4
24.2466,41.7212,-145.2028,4
24.2436,41.6914,-145.1628,4
24.2364,41.667,-145.1277,4
24.2164,41.6621,-145.0903,4
24.1907,41.6378,-145.0371,4
24.2043,41.6314,-144.9502,4
24.1898,41.6203,-144.8876,4
24.1952,41.5909,-144.7561,4
24.2023,41.6059,-144.6645,4
24.1665,41.6329,-144.5935,4
24.1622,41.6594,-144.5599,4
24.1909,41.6968,-144.4958,4
24.25,41.7284,-144.4664,4
24.2997,41.7666,-144.3849,4
24.34,41.8116,-144.3303,4
24.338,41.8524,-144.2713,4
24.3894,41.8958,-144.1985,4
24.3936,41.9421,-144.1218,4
24.4181,41.9912,-144.0891,4
24.4631,42.0073,-144.0447,4
24.5174,42.0409,-144.0269,4
24.5204,42.0417,-143.9799,4
24.4849,42.0565,-143.9477,4
24.4618,42.0484,-143.9047,4
24.482,42.036,-143.8502,4
24.4795,42.0189,-143.8572,4
24.4562,41.9955,-143.8688,4
24.3622,41.9517,-143.8709,4
24.2829,41.9373,-143.8251,4
24.1518,41.9064,-143.7893,4
24.0211,41.8693,-143.728,4
23.8993,41.8253,-143.6958,4
23.8196,41.8217,-143.6452,4
23.7362,41.836,-143.6603,4
23.628,41.8433,-143.6747,4
23.5913,41.8584,-143.6654,4
23.5727,41.8454,-143.6674,4
23.5209,41.8577,-143.6819,4
23.4492,41.8645,-143.6589,4
23.4117,41.8686,-143.6443,4
23.4071,41.8794,-143.663,4
23.4151,41.8656,-143.6732,4
23.4207,41.8755,-143.6402,4
23.4177,41.8798,-143.5874,4
23.3872,41.8876,-143.5527,4
23.3435,41.8998,-143.5085,4
23.3422,41.9215,-143.46,4
23.3665,41.9496,-143.429,4
23.3769,41.9733,-143.3992,4
23.4173,42.0147,-143.3861,4
23.4608,42.033,-143.3707,4
23.4843,42.0548,-143.345,4
23.5062,42.0564,-143.3064,4
23.5186,42.0581,-143.2321,4
23.5597,42.044,-143.11,4
23.6184,42.0378,-143.0193,4
23.677,42.0263,-142.9952,4
23.7532,42.0514,-142.9698,4
23.8233,42.0743,-142.9847,4
23.7861,42.0829,-142.9943,4
23.7499,42.0886,-142.9852,4
23.6909,42.0812,-142.9887,4
23.6558,42.0597,-143.0114,4
23.6505,42.0645,-143.0435,4
23.6263,42.0637,-142.9949,4
23.5752,42.062,-143.0152,4
23.5183,42.0549,-143.0256,4
23.5081,42.0703,-143.0109,4
23.5232,42.0807,-143.0539,4
23.5029,42.0892,-143.0417,4
23.5099,42.0851,-143.0325,4
23.5307,42.079,-143.0287,4
23.5692,42.1114,-143.0123,4
23.6188,42.1619,-142.9954,4
23.67,42.2,-142.9627,4
23.676,42.2076,-142.9851,4
23.6972,42.1953,-143.0224,4
23.6996,42.1759,-143.0826,4
23.6873,42.1529,-143.1181,4
23.7178,42.1345,-143.1629,4
23.7083,42.089,-143.2399,4
23.6814,42.0363,-143.2814,4
23.6758,42.0162,-143.3362,4
23.6786,42.012,-143.3499,4
23.6702,42.0015,-143.362,4
23.6349,41.983,-143.3449,4
23.5984,41.9624,-143.3506,4
23.5808,41.9567,-143.3479,4
23.5866,41.9502,-143.3213,4
23.5707,41.9653,-143.2876,4
23.5774,42.0023,-143.2488,4
23.5981,42.0583,-143.2242,4
23.6241,42.0908,-143.1955,4
23.6618,42.1303,-143.1577,4
23.6763,42.1701,-143.0862,4
23.6363,42.1944,-143.0593,4
23.5853,42.2258,-143.0276,4
23.5743,42.264,-142.9828,4
23.5707,42.3039,-142.9149,4
23.613,42.3622,-142.8339,4
23.6364,42.4062,-142.7549,4
23.6387,42.4533,-142.7159,4
23.6536,42.488,-142.6592,4
23.6686,42.5279,-142.6297,4
23.6424,42.5566,-142.6103,4
23.6177,42.5935,-142.5938,4
23.6055,42.6428,-142.5857,4
23.5927,42.6898,-142.539,4
23.5343,42.7388,-142.521,4
23.4994,42.7411,-142.4508,4
23.4868,42.7535,-142.3663,4
23.4809,42.7768,-142.3267,4
23.4696,42.8198,-142.2998,4
23.536,42.8232,-142.2456,4
23.5361,42.8516,-142.1603,4
23.5839,42.8615,-142.1018,4
23.5682,42.8701,-141.9995,4
23.5941,42.8805,-141.9309,4
23.6478,42.9031,-141.8794,4
23.675,42.9259,-141.8289,4
23.6928,42.9483,-141.7612,4
23.6493,42.9647,-141.7228,4
23.6925,43.002,-141.6753,4
23.7003,42.9993,-141.6938,4
23.7546,43.0323,-141.6721,4
23.7964,43.0675,-141.6178,4
23.8191,43.0973,-141.6589,4
23.8202,43.1189,-141.599,5
23.8254,43.1933,-141.6154,5
23.8462,43.2518,-141.6689,5
23.9164,43.3428,-141.6598,5
23.9823,43.4455,-141.6859,5
24.0235,43.5174,-141.7207,5
24.006,43.5761,-141.786,5
24.015,43.601,-141.8871,5
24.0038,43.6388,-141.941,5
24.0275,43.684,-142.0089,5
24.0227,43.7029,-142.0706,5
24.0085,43.7006,-142.1084,5
23.9862,43.7151,-142.1564,5
23.9418,43.7094,-142.2076,5
23.9405,43.7024,-142.2328,5
23.9117,43.7152,-142.2604,5
23.9174,43.7146,-142.31,5
23.9058,43.7116,-142.3292,5
23.8636,43.7307,-142.4033,5
23.8897,43.7359,-142.5049,5
23.8956,43.7279,-142.5773,5
23.8579,43.7434,-142.6754,5
23.8052,43.7572,-142.7307,5
23.7698,43.7581,-142.8099,5
23.7749,43.7786,-142.8763,5
23.7582,43.8156,-142.9301,5
23.7468,43.8374,-142.9808,5
23.7545,43.8383,-142.9667,5
23.7091,43.8182,-142.9493,5
23.6351,43.7695,-142.9167,5
23.577,43.7374,-142.8912,5
23.5039,43.6971,-142.9107,5
23.408,43.6357,-142.9169,5
23.2694,43.5694,-142.9329,5
23.1509,43.5212,-142.9642,5
23.0401,43.4786,-142.9943,5
22.9871,43.4427,-143.0042,5
22.9415,43.399,-143.0196,5
22.8742,43.3597,-142.963,5
22.8526,43.3227,-142.9383,5
22.8509,43.2853,-142.8944,5
22.8297,43.2736,-142.9063,5
22.8059,43.2607,-142.9096,5
22.8492,43.2954,-142.8811,5
22.8614,43.3207,-142.9047,5
22.8621,43.3502,-142.9778,5
22.8874,43.3554,-143.0844,5
22.9164,43.3678,-143.1307,5
22.957,43.3628,-143.2004,5
22.9615,43.363,-143.2257,5
23.0017,43.3514,-143.2221,5
23.06,43.3212,-143.3024,5
23.1689,43.2916,-143.3875,5
23.239,43.2533,-143.429,5
23.3098,43.2278,-143.5073,5
23.3644,43.2028,-143.5001,5
23.379,43.1728,-143.4755,5
23.3659,43.148,-143.4314,5
23.3611,43.1431,-143.3749,5
23.3362,43.1409,-143.3491,5
23.3752,43.1563,-143.3099,5
23.3744,43.1454,-143.2697,5
23.4019,43.1643,-143.2479,5
23.4062,43.1614,-143.2264,5
23.4063,43.1634,-143.2494,5
23.4174,43.1606,-143.2193,5
23.4112,43.1545,-143.2511,5
23.397,43.1406,-143.2435,5
23.4153,43.1276,-143.2769,5
23.4072,43.1151,-143.26,5
23.3716,43.1026,-143.247,5
23.3676,43.0963,-143.2366,5
23.386,43.0994,-143.1966,5
23.3513,43.101,-143.1819,5
23.3079,43.0899,-143.151,5
23.2466,43.0918,-143.1727,5
23.2351,43.0885,-143.1695,5
23.2075,43.0972,-143.1998,5
23.1421,43.082,-143.1914,5
23.1134,43.0771,-143.1874,5
23.0429,43.0586,-143.1647,5
22.9837,43.0299,-143.122,5
22.9657,43.0011,-143.0985,5
22.8728,42.9783,-143.1485,5
22.8587,42.9418,-143.1352,5
22.7658,42.938,-143.0974,5
22.7304,42.9267,-143.0511,5
22.6944,42.9195,-143.0271,5
22.6753,42.9452,-143.0454,5
22.7018,42.9905,-142.9935,5
22.6823,43.0209,-142.9585,5
22.6398,43.068,-142.9571,5
22.643,43.1119,-142.9426,5
22.6651,43.1531,-142.9089,5
22.6809,43.2022,-142.9259,5
22.7099,43.2565,-142.9371,5
22.7184,43.3109,-142.9415,5
22.7114,43.3556,-142.9127,5
22.6767,43.3971,-142.9054,5
22.6866,43.4395,-142.8874,5
22.6839,43.4932,-142.8831,5
22.7165,43.5455,-142.8261,5
22.7617,43.6143,-142.8479,5
22.7512,43.6568,-142.8467,5
22.6878,43.6713,-142.856,5
22.6217,43.6719,-142.8555,5
22.5599,43.69,-142.872,5
22.4845,43.6797,-142.8515,5
22.445,43.6781,-142.8373,5
22.3746,43.668,-142.8163,5
22.3223,43.6635,-142.815,5
22.277,43.6652,-142.7986,5
22.2949,43.6896,-142.8472,5
22.2742,43.6938,-142.8367,5
22.2767,43.7166,-142.8633,5
22.3198,43.7367,-142.9033,5
22.3948,43.7852,-143.0273,5
22.4357,43.8236,-143.0922,5
22.4802,43.8798,-143.1842,5
22.4528,43.9053,-143.2351,5
22.3653,43.9259,-143.2577,5
22.2764,43.9388,-143.2519,5
22.1937,43.9677,-143.2355,5
22.133,43.9891,-143.2556,5
22.0753,44.0092,-143.2981,5
22.0471,44.0373,-143.323,5
22.0631,44.1147,-143.3141,5
22.0593,44.1947,-143.3323,5
22.0601,44.238,-143.3456,5
22.0629,44.2671,-143.2694,5
22.0518,44.248,-143.2723,5
21.9877,44.2092,-143.2446,5
21.9168,44.1551,-143.2172,5
21.8092,44.0483,-143.1277,5
21.7049,43.9603,-143.0457,5
21.6435,43.8834,-142.9469,5
21.5671,43.8106,-142.9028,5
21.4726,43.7384,-142.8479,5
21.4103,43.689,-142.821,5
21.413,43.6719,-142.7616,5
21.3966,43.6507,-142.7193,5
21.3959,43.6442,-142.6838,5
21.3959,43.6394,-142.6438,5
21.4248,43.6394,-142.6087,5
21.4345,43.6184,-142.5982,5
21.4356,43.5694,-142.5812,5
21.4213,43.5489,-142.5811,5
21.4206,43.5251,-142.5656,5
21.4605,43.519,-142.5643,5
21.4636,43.5128,-142.5692,5
21.4533,43.5322,-142.5842,5
21.4765,43.5526,-142.5319,5
21.5394,43.5958,-142.5738,5
21.5891,43.5972,-142.5939,5
21.6311,43.6229,-142.5648,5
21.6602,43.615,-142.5373,5
21.6398,43.6012,-142.5102,5
21.5954,43.584,-142.5778,5
21.5505,43.5543,-142.5569,5
21.4918,43.5756,-142.5169,5
21.4689,43.6092,-142.4737,5
21.4746,43.6239,-142.4298,5
21.4995,43.6401,-142.4261,5
21.4512,43.6327,-142.4412,5
21.4239,43.6297,-142.4182,5
21.4167,43.6375,-142.3726,5
21.3614,43.5639,-142.3295,5
21.2975,43.5239,-142.3149,5
21.3129,43.5114,-142.272,5
21.2475,43.4556,-142.2959,5
21.213,43.3717,-142.3591,5
21.208,43.3726,-142.3314,5
21.1516,43.3471,-142.3802,5
21.1605,43.3599,-142.3917,5
21.2518,43.43,-142.3955,5
21.248,43.4954,-142.4438,5
21.2943,43.5387,-142.4506,5
21.3068,43.5988,-142.5365,5
21.3116,43.6585,-142.5866,5
21.2772,43.6728,-142.6058,5
21.2385,43.6702,-142.5401,5
21.1685,43.6276,-142.5152,5
21.0976,43.6003,-142.4529,5
21.0078,43.5791,-142.4016,5
20.9766,43.5625,-142.4344,5
20.9714,43.5633,-142.4664,5
20.9546,43.5653,-142.4735,5
20.9643,43.5806,-142.4945,5
20.9773,43.5922,-142.5077,5
20.9345,43.6024,-142.552,5
20.9431,43.6247,-142.5999,5
21.018,43.6642,-142.6488,5
21.0175,43.6747,-142.6552,5
21.0653,43.6916,-142.7226,5
21.0751,43.7194,-142.7487,5
21.0574,43.7135,-142.7191,5
21.0667,43.7024,-142.7144,5
20.9936,43.652,-142.687,5
20.9724,43.6498,-142.6682,5
20.9545,43.6181,-142.677,5
20.9555,43.5986,-142.6799,5
20.9432,43.581,-142.6952,5
20.9247,43.5565,-142.6998,5
20.8872,43.534,-142.6999,5
20.8332,43.528,-142.7047,5
20.7987,43.5211,-142.6208,5
20.8148,43.5223,-142.5906,5
20.8204,43.5222,-142.5238,5
20.8081,43.5504,-142.5302,5
20.8118,43.5612,-142.4762,5
20.7605,43.5667,-142.4363,5
20.7137,43.5763,-142.4165,5
20.6559,43.5782,-142.4585,5
20.6595,43.6001,-142.5065,5
20.5763,43.6168,-142.5112,5
20.5582,43.6308,-142.5589,5
20.5747,43.6382,-142.5666,5
20.5661,43.6486,-142.5905,5
20.5352,43.6473,-142.5613,5
20.5346,43.6439,-142.5576,5
20.5471,43.6434,-142.5765,5
20.5361,43.6476,-142.5939,5
20.5432,43.6657,-142.5943,5
20.5433,43.6824,-142.6099,5
20.5129,43.7133,-142.55,5
20.5628,43.7236,-142.4875,5
20.5455,43.7372,-142.4621,5
20.5158,43.7224,-142.4187,5
20.4826,43.7219,-142.3983,5
20.4562,43.7133,-142.3811,5
20.4394,43.7157,-142.3462,5
20.4082,43.7251,-142.3483,5
20.4277,43.7605,-142.3524,5
20.4832,43.772,-142.3869,5
20.5173,43.7725,-142.4727,5
20.5829,43.7864,-142.5356,5
20.6345,43.779,-142.6371,5
20.6733,43.743,-142.7035,5
20.6845,43.7144,-142.7672,5
20.7098,43.7023,-142.816,5
20.7076,43.66,-142.8537,5
20.7476,43.6259,-142.798,5
20.7662,43.6135,-142.7747,5
20.8004,43.5832,-142.8118,5
20.8359,43.5889,-142.8587,5
20.8972,43.6139,-142.8849,5
20.9435,43.6421,-142.8958,5
20.9667,43.6895,-142.8699,5
20.9787,43.7185,-142.8495,5
21.0225,43.7739,-142.8387,5
21.0759,43.8354,-142.7801,5
21.1454,43.8877,-142.6924,5
21.203,43.9564,-142.5671,5
21.2524,44.0154,-142.4142,5
21.2941,44.1023,-142.256,5
21.3409,44.1742,-142.1189,5
21.3855,44.2382,-141.9669,5
21.3996,44.3202,-141.8428,5
21.4516,44.3828,-141.712,5
21.4531,44.4642,-141.6105,5
21.4646,44.5234,-141.4949,5
21.4465,44.5843,-141.3883,5
21.4308,44.6232,-141.3135,5
21.4344,44.6506,-141.2335,5
21.4605,44.6768,-141.1366,5
21.4955,44.698,-141.0677,5
21.5165,44.7148,-140.994,5
21.5385,44.7194,-140.903,5
21.5506,44.7237,-140.8026,5
21.5983,44.7399,-140.7404,5
21.6044,44.7412,-140.697,5
21.5872,44.7517,-140.6569,5
21.5534,44.7435,-140.6071,5
21.5197,44.7214,-140.5397,5
21.5115,44.7051,-140.4892,5
21.4801,44.7122,-140.4897,5
21.4724,44.703,-140.481,5
21.5104,44.7041,-140.5037,5
21.5744,44.6945,-140.5421,5
21.5751,44.6939,-140.5875,5
21.587,44.7024,-140.6414,5
21.5597,44.699,-140.6766,5
21.5585,44.6878,-140.7012,5
21.5309,44.6555,-140.7068,5
21.5396,44.6307,-140.7291,5
21.5721,44.5917,-140.7173,5
21.6104,44.5544,-140.6788,5
21.6378,44.4949,-140.6728,5
21.6177,44.4168,-140.6579,5
21.6143,44.3254,-140.623,5
21.555,44.1943,-140.6275,5
21.5224,44.0733,-140.6599,5
21.4918,43.9116,-140.6656,5
21.4332,43.7415,-140.6778,5
21.3986,43.5846,-140.7124,5
21.352,43.4413,-140.7429,5
21.2999,43.2798,-140.8002,5
21.2135,43.1112,-140.8239,5
21.1306,42.946,-140.854,5
21.0606,42.7882,-140.884,5
20.9929,42.6299,-140.8867,5
20.8909,42.4648,-140.9025,5
20.8127,42.3295,-140.9781,5
20.7463,42.2037,-141.0613,5
20.6789,42.0824,-141.1308,5
20.6485,42.003,-141.2244,5
20.6087,41.9327,-141.2976,5
20.6217,41.8909,-141.3772,5
20.5999,41.8496,-141.4683,5
20.5629,41.8127,-141.5533,5
20.5144,41.7453,-141.6035,5
20.439,41.6778,-141.6166,5
20.411,41.6515,-141.6558,5
20.3491,41.6153,-141.7561,5
20.3131,41.5737,-141.8405,5
20.2938,41.5069,-141.8846,5
20.2478,41.4393,-141.9355,5
20.2267,41.3844,-141.9354,5
20.2367,41.3429,-141.9953,5
20.2886,41.3096,-142.0335,5
20.327,41.2671,-142.0715,5
20.3024,41.2254,-142.0785,5
20.3159,41.1726,-142.0659,5
20.2858,41.1486,-142.0568,5
20.2496,41.1237,-142.0637,5
20.2344,41.0834,-142.0585,5
20.1825,41.029,-142.0179,5
20.1363,40.9664,-141.9341,5
20.1112,40.9281,-141.9106,5
20.0814,40.886,-141.8627,5
20.0261,40.8507,-141.8298,5
19.967,40.8216,-141.7959,5
19.9404,40.8165,-141.7373,5
19.8922,40.7967,-141.6169,5
19.8881,40.79,-141.5103,5
19.8535,40.7913,-141.3894,5
19.7867,40.8031,-141.245,5
19.7255,40.8428,-141.1458,5
19.6659,40.8927,-141.0811,5
19.6501,40.9676,-141.0155,5
19.6858,41.0636,-140.9805,5
19.7161,41.1669,-140.9535,5
19.7471,41.3089,-141.0068,5
19.7903,41.4783,-141.061,5
19.8282,41.6546,-141.1271,5
19.8734,41.8563,-141.1615,5
19.9345,42.067,-141.2443,5
19.9849,42.2992,-141.3593,5
20.0101,42.541,-141.4533,5
20.0187,42.7677,-141.5945,5
20.0022,42.9685,-141.6668,5
19.9529,43.1491,-141.7819,5
19.9001,43.3048,-141.8817,5
19.8425,43.4677,-142.0071,5
19.7561,43.5827,-142.1119,5
19.6739,43.7047,-142.2007,5
19.593,43.7753,-142.2721,5
19.4788,43.8186,-142.3425,5
19.3661,43.8263,-142.3642,5
19.2297,43.798,-142.413,5
19.1216,43.7744,-142.4199,5
19.0733,43.7371,-142.4131,5
19.0066,43.6822,-142.4012,5
18.9496,43.6618,-142.4337,5
18.9302,43.6407,-142.4572,5
18.8646,43.5982,-142.4492,5
18.8225,43.564,-142.4485,5
18.7876,43.5499,-142.4422,5
18.7826,43.5244,-142.402,5
18.7273,43.4969,-142.3629,5
18.6417,43.4788,-142.3683,5
18.5879,43.4347,-142.375,5
18.5115,43.3959,-142.3548,5
18.4979,43.346,-142.341,5
18.4684,43.2885,-142.3583,5
18.487,43.2309,-142.398,5
18.443,43.1581,-142.4093,5
18.3887,43.0872,-142.3943,5
18.3663,42.9936,-142.3616,5
18.2878,42.8985,-142.351,5
18.2305,42.8058,-142.3448,5
18.1837,42.7186,-142.3329,5
18.1812,42.6371,-142.3903,5
18.1314,42.5438,-142.4133,5
18.1104,42.4706,-142.3986,5
18.1018,42.3901,-142.3856,5
18.0901,42.3015,-142.3779,5
18.1139,42.239,-142.3896,5
18.1001,42.1452,-142.3492,5
18.1048,42.0672,-142.3515,5
18.0837,41.9805,-142.3078,5
18.1241,41.9081,-142.2625,5
18.1325,41.8368,-142.2395,5
18.1664,41.7897,-142.2191,5
18.1563,41.74,-142.2021,5
18.1903,41.6909,-142.1369,5
18.2367,41.6606,-142.1228,5
18.226,41.6148,-142.0952,5
18.2412,41.5789,-142.0802,5
18.2752,41.5472,-142.0647,5
18.3284,41.5323,-142.0532,5
18.3564,41.5146,-142.095,5
18.4002,41.5063,-142.1434,5
18.4382,41.4953,-142.1879,5
18.5132,41.486,-142.2585,5
18.5889,41.5146,-142.3314,5
18.6388,41.5271,-142.4252,5
18.6882,41.5205,-142.4827,5
18.7312,41.5149,-142.5181,5
18.7611,41.4998,-142.5604,5
18.7934,41.4883,-142.691,5
18.7712,41.4819,-142.7756,5
18.8072,41.4555,-142.85,5
18.8326,41.4091,-142.9158,5
18.8214,41.3509,-143.0119,5
18.8169,41.307,-143.1422,5
18.9293,41.3109,-143.2957,5
19.0241,41.334,-143.5271,5
19.098,41.4006,-143.9243,5
19.2049,41.5123,-144.3337,5
19.3739,41.609,-144.6657,5
19.506,41.7043,-144.9029,5
19.6464,41.7907,-145.102,5
19.7897,41.8604,-145.2347,5
19.875,41.9444,-145.377,5
19.9554,41.9969,-145.4695,5
20.0439,42.012,-145.5494,5
20.0808,42.0177,-145.6494,5
20.1386,41.9814,-145.7026,5
20.1603,41.9385,-145.7844,5
20.2186,41.9086,-145.7996,5
20.2227,41.8705,-145.7081,5
20.2248,41.8081,-145.5762,5
20.2306,41.7286,-145.4224,5
20.1785,41.6176,-145.3118,5
20.158,41.5055,-145.183,5
20.1117,41.4209,-145.062,5
20.0767,41.341,-145.0089,5
20.0445,41.2743,-144.9897,5
20.0363,41.2246,-144.9496,5
20.0527,41.1619,-144.8971,5
20.0466,41.1416,-144.8923,5
20.0211,41.1151,-144.8185,5
19.9839,41.0783,-144.7705,5
19.9499,41.0366,-144.7286,5
19.9267,41.0143,-144.6845,5
19.9851,41.0048,-144.6345,5
20.0549,40.9969,-144.5728,5
20.1465,41.0054,-144.5196,5
20.2635,41.0228,-144.4566,5
20.3091,41.0296,-144.4023,5
20.3683,41.0162,-144.3064,5
20.454,41.011,-144.2267,5
20.5111,41.0158,-144.1734,5
20.5434,41.0054,-144.1077,5
20.5446,40.9961,-143.9882,5
20.5793,40.9885,-143.8982,5
