x3,y3,z3,TRUTH
42.3926,21.6077,-146.2179,1
42.3947,21.6037,-146.1814,1
42.4031,21.6224,-146.1386,1
42.3842,21.641,-146.0937,1
42.3912,21.6511,-146.0719,1
42.3881,21.6424,-146.0672,1
42.3854,21.6042,-146.0792,1
42.3802,21.6064,-146.0708,1
42.3562,21.5973,-146.0532,1
42.3083,21.5657,-146.045,1
42.2846,21.5154,-146.0016,1
42.265,21.4587,-146.0113,1
42.2834,21.433,-146.0739,1
42.2776,21.4083,-146.1215,1
42.2728,21.4048,-146.1646,1
42.2703,21.4027,-146.2111,1
42.2748,21.4101,-146.2156,1
42.2804,21.4333,-146.2072,1
42.2808,21.4498,-146.1867,1
42.297,21.464,-146.1886,1
42.339,21.4889,-146.1242,1
42.3486,21.5289,-146.043,1
42.3429,21.5696,-146.0184,1
42.3537,21.5908,-146.0166,1
42.3713,21.596,-146.0233,1
42.4078,21.5791,-146.02,1
42.4177,21.6272,-145.9562,1
42.4308,21.6859,-145.9598,1
42.4327,21.7041,-145.948,1
42.4371,21.7041,-145.9254,1
42.4397,21.704,-145.904,1
42.4217,21.6974,-145.8945,1
42.4266,21.6681,-145.8408,1
42.3952,21.6696,-145.8433,1
42.3714,21.6521,-145.8405,1
42.34,21.6816,-145.841,1
42.3112,21.7319,-145.8558,1
42.3218,21.7465,-145.8383,1
42.3361,21.7931,-145.8091,1
42.3303,21.8468,-145.7547,1
42.3238,21.8693,-145.7194,1
42.2954,21.8637,-145.6909,1
42.2562,21.8405,-145.6875,1
42.2284,21.8152,-145.7046,1
42.201,21.8075,-145.7522,1
42.1611,21.8377,-145.8144,1
42.1221,21.8682,-145.8316,1
42.1101,21.881,-145.8159,1
42.0986,21.8875,-145.8075,1
42.0712,21.8881,-145.7807,1
42.079,21.9309,-145.7361,1
42.0694,21.9347,-145.656,1
42.0782,21.9135,-145.6083,1
42.1015,21.862,-145.5597,1
42.1038,21.828,-145.5416,1
42.1304,21.7859,-145.4474,1
42.1624,21.7643,-145.3943,1
42.2122,21.7187,-145.3055,1
42.2184,21.696,-145.2099,1
42.2273,21.6427,-145.1494,1
42.2359,21.592,-145.107,1
42.227,21.603,-145.0137,1
42.2613,21.5802,-145.0175,1
42.2697,21.5581,-144.9999,1
42.2831,21.5916,-144.9982,1
42.2909,21.6955,-145.0164,1
42.305,21.7754,-145.0941,1
42.3146,21.8885,-145.0979,1
42.3295,21.9617,-145.123,1
42.3383,21.9885,-145.1304,1
42.3242,22.0157,-145.1374,1
42.314,22.0674,-145.1294,1
42.2949,22.0984,-145.1329,1
42.2596,22.074,-145.1347,1
42.2157,22.0649,-145.1031,1
42.2132,22.0409,-145.051,1
42.2293,22.105,-144.9913,1
42.2452,22.1197,-144.9633,1
42.2901,22.1073,-144.9289,1
42.2974,22.1217,-144.8923,1
42.3201,22.1431,-144.8544,1
42.3598,22.1623,-144.8778,1
42.3491,22.1791,-144.8724,1
42.4038,22.2117,-144.8248,1
42.4171,22.2145,-144.7707,1
42.3624,22.1669,-144.7197,1
42.3297,22.1277,-144.6761,1
42.331,22.0957,-144.6302,1
42.2891,22.0698,-144.6127,1
42.2848,22.0586,-144.5708,1
42.2699,22.0167,-144.5503,1
42.2773,21.9683,-144.5575,1
42.2742,21.9856,-144.545,1
42.2576,21.9821,-144.5432,1
42.2613,22.0196,-144.5506,1
42.2892,22.0045,-144.5159,1
42.2827,22.0134,-144.4572,1
42.1962,21.9964,-144.4202,1
42.1615,21.9938,-144.4077,1
42.1238,21.976,-144.386,1
42.0833,21.9638,-144.3649,1
42.0626,21.9629,-144.3741,1
42.1174,22.0152,-144.3313,1
42.1666,22.0928,-144.3053,1
42.2228,22.1566,-144.3822,1
42.2692,22.2131,-144.4657,1
42.2855,22.2473,-144.4868,1
42.3006,22.3005,-144.4889,2
42.3233,22.3395,-144.5047,2
42.3317,22.318,-144.5538,2
42.3286,22.3499,-144.5835,2
42.3549,22.3889,-144.5851,2
42.3579,22.4418,-144.5686,2
42.3268,22.4021,-144.4701,2
42.2608,22.3876,-144.3155,2
42.2222,22.3702,-144.2341,2
42.2075,22.3651,-144.218,2
42.1654,22.3623,-144.1498,2
42.1008,22.2697,-144.1091,1
42.071,22.1817,-144.0564,1
42.0447,22.1312,-144.0402,1
42.0064,22.1389,-144.0727,1
41.9886,22.1447,-144.1011,1
41.9839,22.1677,-144.0969,1
42.017,22.1236,-144.0482,1
42.0286,22.1303,-143.9583,1
42.0238,22.1464,-143.9283,1
42.0184,22.1675,-143.9748,1
42.0273,22.2312,-143.9682,2
42.0406,22.2505,-143.9007,2
42.0405,22.2777,-143.8633,2
42.0462,22.2627,-143.8266,2
42.0642,22.2858,-143.7979,2
42.0932,22.3492,-143.7847,2
42.1393,22.395,-143.7764,2
42.1706,22.4287,-143.6696,2
42.1952,22.3929,-143.6013,2
42.179,22.3913,-143.556,1
42.1728,22.4012,-143.5437,1
42.1853,22.368,-143.5603,1
42.1802,22.3612,-143.5751,1
42.1938,22.3772,-143.5925,2
42.1794,22.3757,-143.624,2
42.1517,22.3615,-143.5818,2
42.1469,22.3458,-143.5265,2
42.1374,22.3141,-143.4763,2
42.1324,22.3161,-143.4333,2
42.1147,22.3333,-143.4039,2
42.1274,22.3442,-143.3974,2
42.1204,22.3662,-143.4321,2
42.114,22.3627,-143.4099,2
42.1376,22.3318,-143.3923,2
42.149,22.3527,-143.3545,2
42.1873,22.4494,-143.2995,2
42.1907,22.4903,-143.3196,2
42.1905,22.5329,-143.3155,2
42.1959,22.5475,-143.3016,2
42.1894,22.5118,-143.297,3
42.2042,22.541,-143.2951,2
42.2029,22.5428,-143.2226,2
42.1746,22.5311,-143.1253,2
42.1962,22.5238,-143.0247,2
42.2031,22.5133,-142.9844,2
42.1957,22.523,-142.9863,2
42.1695,22.5491,-143.0058,2
42.1368,22.5279,-143.0157,2
42.1336,22.5447,-143.0386,2
42.1245,22.5338,-143.0462,2
42.1106,22.5419,-143.0388,2
42.1044,22.565,-143.0086,2
42.0921,22.6349,-143.0077,2
42.077,22.6718,-142.9326,2
42.0581,22.6798,-142.8915,2
42.0431,22.7082,-142.8223,2
42.0441,22.7297,-142.7977,2
42.0545,22.8024,-142.7657,2
42.079,22.883,-142.731,2
42.0816,22.9009,-142.6766,2
42.0912,22.9271,-142.6461,2
42.0853,22.918,-142.5936,2
42.0834,22.884,-142.5451,2
42.0763,22.8689,-142.5169,2
42.0694,22.8772,-142.5191,2
42.0607,22.8527,-142.5038,2
42.0544,22.8473,-142.4957,2
42.0558,22.8842,-142.5,2
42.0335,22.8738,-142.4836,2
42.0462,22.8495,-142.4427,2
42.0263,22.8274,-142.4142,2
42.0277,22.789,-142.3837,2
42.0537,22.7846,-142.3423,2
42.0776,22.7844,-142.3264,2
42.0838,22.7588,-142.3403,2
42.0756,22.7359,-142.3269,2
42.0801,22.7248,-142.2646,2
42.0603,22.7099,-142.2135,2
42.05,22.659,-142.1549,2
42.0453,22.6504,-142.0924,2
42.0344,22.6566,-142.0493,2
42.0283,22.6928,-142.0157,2
42.0405,22.6598,-142.0299,2
42.0368,22.645,-141.9905,2
42.0212,22.6459,-141.9686,2
42.0145,22.7059,-141.924,2
42.0071,22.6995,-141.9377,2
41.9909,22.6856,-141.9032,1
41.9732,22.7276,-141.8549,2
41.9837,22.7194,-141.7669,2
41.9655,22.755,-141.7265,2
41.9754,22.7948,-141.6682,2
41.9757,22.7737,-141.6541,2
41.9853,22.7619,-141.5675,2
41.9871,22.7785,-141.465,2
41.9961,22.7908,-141.399,2
42.0283,22.8214,-141.3176,2
42.0758,22.8478,-141.2555,2
42.0999,22.878,-141.1532,2
42.132,22.8978,-141.0318,2
42.1744,22.9309,-140.9191,2
42.1871,22.9584,-140.8406,2
42.1895,22.9974,-140.7834,2
42.156,23.0003,-140.7073,2
42.1358,22.991,-140.6815,2
42.1476,22.9275,-140.6583,2
42.1255,22.8803,-140.6196,2
42.0937,22.8906,-140.5456,2
42.0726,22.8835,-140.506,2
42.0667,22.9014,-140.4603,2
42.1032,22.9802,-140.4048,2
42.0841,23.0921,-140.3204,2
42.0816,23.1434,-140.2612,2
42.0969,23.1874,-140.2315,2
42.0926,23.2406,-140.2288,2
42.0915,23.2448,-140.1935,2
42.0854,23.2582,-140.1291,2
42.0789,23.262,-140.0789,2
42.0768,23.299,-140.0149,2
42.0792,23.2977,-139.9582,2
42.0685,23.2834,-139.9286,2
42.0711,23.3163,-139.8718,2
42.063,23.3266,-139.8021,2
42.0673,23.3312,-139.7351,2
42.0764,23.3464,-139.7749,2
42.0812,23.3309,-139.7197,2
42.101,23.358,-139.6395,2
42.0943,23.3733,-139.6124,2
42.0879,23.3813,-139.5809,2
42.0808,23.3851,-139.559,2
42.0699,23.3738,-139.5867,2
42.0399,23.3819,-139.5661,3
42.0161,23.4183,-139.546,3
41.9709,23.4548,-139.5354,3
41.9495,23.4788,-139.5843,3
41.9315,23.5003,-139.5832,3
41.922,23.463,-139.5765,3
41.9121,23.4618,-139.5515,3
41.9157,23.4752,-139.546,3
41.9551,23.5171,-139.5569,3
41.9953,23.5715,-139.5715,3
41.9933,23.5723,-139.6008,3
42.0005,23.5839,-139.607,2
41.997,23.5785,-139.5793,2
42.0158,23.603,-139.5262,2
42.016,23.5798,-139.4149,2
41.9988,23.5836,-139.2886,2
41.9896,23.5799,-139.1579,2
41.9776,23.603,-139.0535,3
41.94,23.5044,-138.9479,2
41.9338,23.4649,-138.9279,2
41.9447,23.3988,-138.9661,2
41.9569,23.4005,-138.9765,2
41.9771,23.4952,-139.0738,2
41.9926,23.5804,-139.1231,2
42.0336,23.6431,-139.1843,3
42.0401,23.6956,-139.1382,2
42.0363,23.7065,-139.163,2
42.0305,23.7245,-139.1596,2
42.0334,23.7146,-139.1425,2
42.0111,23.6999,-139.0913,2
41.9957,23.6736,-139.0591,2
41.9834,23.7024,-139.0032,2
41.9898,23.7228,-138.9554,2
41.9804,23.7448,-138.9246,2
41.982,23.7758,-138.8616,2
41.9917,23.8286,-138.7959,2
42.0193,23.8838,-138.7191,2
42.0509,23.9139,-138.6953,2
42.0647,23.8978,-138.6914,2
42.056,23.86,-138.6817,2
42.0774,23.8279,-138.6245,2
42.0798,23.8085,-138.5711,2
42.114,23.7888,-138.5454,2
42.0982,23.7551,-138.5278,2
42.1107,23.7187,-138.4838,2
42.0882,23.6875,-138.4528,2
42.0752,23.6035,-138.397,2
42.0235,23.5495,-138.3518,2
41.9738,23.4995,-138.2871,2
41.9497,23.4842,-138.2573,2
41.9142,23.4917,-138.2235,2
41.8866,23.4972,-138.2272,2
41.8517,23.4926,-138.2081,2
41.8502,23.5093,-138.2051,2
41.8509,23.5436,-138.1873,2
41.8593,23.5362,-138.1749,2
41.8474,23.5471,-138.164,2
41.8506,23.4954,-138.1294,2
41.8526,23.4721,-138.1642,2
41.8347,23.4772,-138.2239,2
41.8237,23.4272,-138.2783,2
41.8042,23.378,-138.3058,2
41.7857,23.3285,-138.3164,2
41.748,23.2689,-138.376,2
41.6891,23.1985,-138.4122,2
41.6403,23.1358,-138.4417,2
41.6301,23.1036,-138.4586,2
41.6199,23.0394,-138.4508,2
41.6062,22.9664,-138.4568,2
41.5685,22.9313,-138.4596,2
41.5718,22.8616,-138.4545,2
41.6116,22.8107,-138.419,3
41.628,22.7583,-138.3733,3
41.6361,22.7407,-138.3714,3
41.6636,22.7365,-138.4405,3
41.7226,22.7603,-138.4848,3
41.8306,22.7872,-138.5329,3
41.891,22.8031,-138.5427,3
41.9412,22.8378,-138.5318,3
41.9763,22.8662,-138.5038,3
42.0074,22.868,-138.4986,3
42.0456,22.8919,-138.4623,3
42.093,22.9446,-138.4949,3
42.1194,22.9776,-138.4436,3
42.104,22.9928,-138.3857,3
42.0781,22.9984,-138.3354,3
42.0558,22.9764,-138.3094,3
42.0687,23.0144,-138.2665,3
42.0487,22.9503,-138.2135,3
42.0448,22.9195,-138.2164,3
42.0018,22.8771,-138.1369,3
41.982,22.803,-138.0322,2
41.945,22.7607,-137.9453,2
41.9086,22.7115,-137.9263,2
41.8658,22.6073,-137.8773,2
41.8195,22.4921,-137.8607,2
41.7305,22.3757,-137.7798,2
41.6692,22.2564,-137.7,2
41.6327,22.1476,-137.7328,2
41.6297,22.0281,-137.7605,2
41.6302,21.9498,-137.7726,2
41.6442,21.8288,-137.8113,2
41.6741,21.7962,-137.7899,2
41.7469,21.8095,-137.7902,3
41.7966,21.8568,-137.8063,3
41.8517,21.9195,-137.819,3
41.855,21.9396,-137.8738,3
41.8984,22.0123,-137.899,3
41.9199,22.07,-137.9673,3
41.9304,22.0828,-137.9883,3
41.9103,22.1092,-138.0112,3
41.9086,22.1564,-137.9972,3
41.9082,22.2076,-137.9807,3
41.9089,22.2119,-138.0301,3
41.8904,22.1395,-138.0282,2
41.8714,22.0298,-138.0468,2
41.8404,21.9327,-138.013,2
41.8588,21.8789,-137.9905,2
41.858,21.8353,-137.9648,2
41.8803,21.7988,-137.9535,2
41.9057,21.7201,-137.9619,2
41.9033,21.6834,-137.9386,2
41.9116,21.6807,-137.9344,2
41.9221,21.6927,-137.9003,2
41.9262,21.686,-137.8882,2
41.933,21.652,-137.8712,2
41.9359,21.6033,-137.8995,2
41.9604,21.5609,-137.9433,2
41.9708,21.5226,-137.8944,2
41.9447,21.4684,-137.9137,2
41.915,21.4185,-137.9559,3
41.8679,21.3799,-137.9957,3
41.8249,21.3133,-138.0335,2
41.7979,21.2859,-138.0892,2
41.7826,21.2865,-138.0777,3
41.7383,21.2734,-138.0956,3
41.6907,21.2195,-138.0672,3
41.6558,21.1651,-138.0397,3
41.6174,21.1394,-138.0121,3
41.6009,21.1259,-138.0081,3
41.5802,21.1103,-137.9494,3
41.5794,21.1055,-137.9076,3
41.5872,21.0609,-137.9306,3
41.6045,21.0336,-137.9637,3
41.6058,21.025,-138.0167,3
41.6016,20.9742,-138.0501,3
41.5772,20.9167,-138.0955,3
41.5536,20.8507,-138.1312,3
41.5653,20.8086,-138.1636,3
41.5462,20.7685,-138.2299,2
41.5396,20.7532,-138.2832,2
41.5487,20.7159,-138.3339,2
41.5735,20.712,-138.379,2
41.5991,20.7146,-138.4372,2
41.6112,20.6921,-138.4865,2
41.6253,20.7007,-138.5138,2
41.6121,20.6566,-138.5651,2
41.6041,20.6132,-138.6124,2
41.6058,20.5644,-138.6667,2
41.5899,20.5127,-138.7172,2
41.5808,20.4716,-138.7472,2
41.5895,20.4242,-138.7884,2
41.5616,20.3682,-138.8009,2
41.5341,20.3072,-138.8167,2
41.5218,20.2569,-138.8502,3
41.5106,20.1879,-138.8687,3
41.4851,20.1457,-138.8507,3
41.4704,20.1012,-138.8979,3
41.4525,20.0992,-138.8759,3
41.4492,20.0728,-138.864,3
41.4314,20.0326,-138.8729,3
41.4337,20.0077,-138.8853,3
41.4226,20.0018,-138.8969,3
41.4128,19.9932,-138.8688,3
41.4164,19.9749,-138.8493,3
41.4025,19.9122,-138.8077,3
41.4029,19.8666,-138.7504,3
41.3669,19.7731,-138.656,3
41.3522,19.6963,-138.5856,3
41.3602,19.6634,-138.5025,3
41.3813,19.6139,-138.4504,3
41.4139,19.6093,-138.4296,3
41.4912,19.6211,-138.4667,3
41.5551,19.6601,-138.4613,3
41.5997,19.6718,-138.4538,3
41.6285,19.6825,-138.4432,3
41.6433,19.7095,-138.4348,3
41.6587,19.7314,-138.4637,3
41.6617,19.76,-138.4435,3
41.6585,19.7475,-138.4592,3
41.6534,19.7219,-138.4576,3
41.6515,19.7352,-138.4888,3
41.6369,19.7467,-138.5441,3
41.6329,19.7513,-138.6453,3
41.5893,19.7465,-138.7065,3
41.5395,19.7161,-138.7415,3
41.4675,19.6706,-138.7757,3
41.4218,19.6079,-138.7785,3
41.3953,19.5605,-138.7607,3
41.3992,19.5585,-138.7897,3
41.4418,19.5642,-138.7816,3
41.5234,19.5966,-138.733,3
41.5926,19.6429,-138.7296,3
41.6315,19.6476,-138.6918,3
41.6596,19.6391,-138.671,3
41.6989,19.6444,-138.7162,3
41.7025,19.5784,-138.7223,3
41.6838,19.4944,-138.7885,3
41.6336,19.3659,-138.8803,3
41.5711,19.2234,-138.9628,3
41.4959,19.1008,-138.9506,3
41.4596,19.0182,-138.9455,3
41.422,18.9507,-138.9462,3
41.4083,18.9125,-138.9234,3
41.4011,18.9024,-138.8953,3
41.4011,18.8737,-138.8414,3
41.414,18.8263,-138.8304,3
41.4354,18.7534,-138.8549,3
41.452,18.7072,-138.8722,3
41.4644,18.6619,-138.8715,3
41.4732,18.6119,-138.9246,3
41.4649,18.5555,-138.9143,3
41.4565,18.5401,-138.9362,3
41.4411,18.511,-138.9861,3
41.4348,18.4676,-139.0178,3
41.4457,18.3623,-139.0296,3
41.4757,18.3576,-139.0156,3
41.5081,18.3523,-139.0108,3
41.5393,18.3455,-138.9873,3
41.5671,18.3455,-138.9729,3
41.5654,18.3122,-138.9575,3
41.6178,18.3015,-138.957,3
41.6503,18.2805,-138.9726,3
41.6858,18.2442,-138.9555,3
41.7138,18.2593,-138.9223,3
41.7448,18.2235,-138.8553,3
41.7653,18.1977,-138.7972,3
41.7631,18.117,-138.7662,3
41.7819,18.114,-138.7384,3
41.799,18.0709,-138.7179,3
41.7943,18.0441,-138.7406,3
41.7868,17.9593,-138.7669,3
41.7821,17.979,-138.803,3
41.7725,17.9877,-138.7888,3
41.769,17.971,-138.7621,3
41.7595,17.9671,-138.7687,3
41.7707,17.9528,-138.7746,3
41.7689,18.0012,-138.7555,3
41.7967,18.051,-138.7249,3
41.837,18.1177,-138.7165,3
41.8848,18.1393,-138.7226,3
41.9689,18.2006,-138.7478,3
42.0427,18.2418,-138.7601,3
42.0867,18.2804,-138.7161,3
42.081,18.241,-138.692,3
42.0609,18.255,-138.6426,3
42.0193,18.2172,-138.6029,3
41.9414,18.2224,-138.5491,3
41.8655,18.2138,-138.5537,3
41.8177,18.1911,-138.56,3
41.7678,18.1244,-138.5822,3
41.7407,18.1324,-138.609,3
41.7089,18.1318,-138.6249,3
41.685,18.1564,-138.659,3
41.6752,18.1154,-138.6805,3
41.6781,18.1089,-138.6963,3
41.6894,18.1109,-138.7198,3
41.6773,18.0378,-138.7054,3
41.6741,17.9782,-138.701,3
41.6553,17.9139,-138.7149,3
41.6479,17.9006,-138.6809,3
41.6373,17.8378,-138.595,3
41.6258,17.8081,-138.54,3
41.6152,17.752,-138.5177,3
41.6103,17.745,-138.4973,3
41.6044,17.7425,-138.4695,3
41.5913,17.7325,-138.4482,3
41.5703,17.7082,-138.4463,3
41.5786,17.7129,-138.4314,3
41.5957,17.707,-138.3967,3
41.5996,17.7193,-138.3639,3
41.6092,17.7166,-138.4218,3
41.6459,17.7432,-138.5009,3
41.6768,17.7945,-138.5628,3
41.6978,17.797,-138.5527,3
41.7232,17.8065,-138.5142,3
41.7275,17.7908,-138.493,3
41.7318,17.7592,-138.4738,3
41.741,17.7855,-138.4356,3
41.7388,17.7779,-138.417,3
41.7202,17.7603,-138.402,3
41.7028,17.736,-138.3979,3
41.6931,17.7352,-138.4495,3
41.6802,17.7233,-138.5249,3
41.6747,17.7204,-138.5915,3
41.6675,17.6998,-138.6095,3
41.6912,17.7015,-138.6319,3
41.6929,17.6682,-138.6273,3
41.704,17.6135,-138.6809,3
41.7275,17.6098,-138.656,4
41.7375,17.6589,-138.6163,4
41.7406,17.6886,-138.5808,4
41.7455,17.6839,-138.5276,4
41.7617,17.6579,-138.5117,4
41.7662,17.6119,-138.5082,4
41.785,17.5719,-138.5372,4
41.8064,17.5795,-138.5427,4
41.827,17.531,-138.5675,4
41.8241,17.4635,-138.5858,4
41.8206,17.3778,-138.6102,4
41.8183,17.3088,-138.6267,4
41.8285,17.2873,-138.5778,4
41.7996,17.2748,-138.5769,4
41.797,17.276,-138.506,4
41.8393,17.4985,-138.3051,4
41.8819,17.7214,-138.0981,4
41.8745,17.9345,-137.8817,4
41.8734,18.0395,-137.7332,4
41.8841,18.043,-137.688,4
41.8955,18.0472,-137.6401,4
41.9008,18.0954,-137.5726,4
41.9084,18.0773,-137.5683,4
41.8795,18.0123,-137.5648,4
41.8941,17.9698,-137.5641,4
41.8966,17.9264,-137.5591,4
41.9131,17.8236,-137.5605,4
41.9745,17.8333,-137.5624,4
42.0079,17.7753,-137.5562,4
42.0711,17.7661,-137.572,4
42.1235,17.7392,-137.5226,4
42.1806,17.7565,-137.4949,4
42.2757,17.7787,-137.4245,4
42.3722,17.8629,-137.3864,4
42.4501,17.8786,-137.4124,4
42.528,17.8941,-137.4244,4
42.5892,17.8734,-137.4593,4
42.6313,17.8347,-137.4772,4
42.6418,17.8082,-137.4965,4
42.7028,17.7899,-137.5101,4
42.7669,17.7754,-137.565,4
42.8257,17.7325,-137.644,4
42.8705,17.7454,-137.6396,4
42.9151,17.7262,-137.6419,4
42.9694,17.7294,-137.6787,4
43.0164,17.7778,-137.679,4
43.0625,17.7578,-137.679,4
43.1047,17.7735,-137.686,4
43.1438,17.742,-137.7142,4
43.1771,17.7373,-137.7321,4
43.2154,17.7095,-137.7779,4
43.284,17.7337,-137.8258,3
43.3738,17.7437,-137.9109,3
43.4756,17.7056,-138.0276,3
43.5648,17.6755,-138.1013,3
43.6492,17.6219,-138.1711,3
43.7387,17.5536,-138.2621,3