z,x,y,z,y,TRUTH,,,
-148.407,19.7559,43.5096,1,3,5,,,
-148.4698,19.8689,43.4886,1,3,5,,,
-148.4905,19.9638,43.4571,1,3,5,,,
-148.5084,19.9885,43.4027,1,3,5,,,
-148.533,19.9694,43.346,1,3,5,,,
-148.5493,19.9558,43.2894,1,3,5,,,
-148.5693,20.0271,43.2788,1,3,5,,,
-148.657,20.0689,43.2802,1,3,5,,,
-148.665,20.1213,43.2686,1,3,5,,,
-148.6375,20.216,43.255,1,3,5,,,
-148.6228,20.2756,43.2674,1,3,5,,,
-148.5919,20.3603,43.276,1,3,5,,,
-148.5965,20.4484,43.2726,1,3,5,,,
-148.6345,20.579,43.2815,1,3,5,,,
-148.6157,20.6606,43.3114,1,3,5,,,
-148.5876,20.7682,43.3287,1,3,5,,,
-148.529,20.9114,43.3544,1,3,5,,,
-148.4981,21.0132,43.3719,1,3,5,,,
-148.489,21.1133,43.3751,1,3,5,,,
-148.4926,21.2447,43.3832,1,3,5,,,
-148.4833,21.362,43.3606,1,3,5,,,
-148.4682,21.4439,43.356,1,3,5,,,
-148.4845,21.5668,43.3461,1,3,5,,,
-148.5529,21.5951,43.3204,1,3,5,,,
-148.5907,21.6878,43.301,1,3,5,,,
-148.5621,21.7931,43.2599,1,3,5,,,
-148.5279,21.8942,43.2459,1,3,5,,,
-148.4601,22.0547,43.1984,1,3,5,,,
-148.3539,22.1894,43.1326,1,3,5,,,
-148.3572,22.2729,43.0701,1,2,5,,,
-148.4749,22.319,43.0292,1,2,5,,,
-148.639,22.2932,43.0056,1,2,5,,,
-148.8384,22.1951,42.9783,1,2,5,,,
-149.0766,22.0979,42.9677,1,2,5,,,
-149.2121,22.0411,42.9612,1,2,5,,,
-149.3326,22.0236,42.9617,1,2,5,,,
-149.4204,21.9993,42.9487,1,2,5,,,
-149.4033,21.973,42.9077,1,2,5,,,
-149.3777,21.9543,42.8585,1,2,5,,,
-149.294,21.9499,42.8095,1,2,5,,,
-149.259,21.8944,42.7469,1,2,5,,,
-149.2406,21.8664,42.7007,1,2,5,,,
-149.2162,21.9007,42.6797,1,2,5,,,
-149.2182,21.8956,42.6322,1,2,5,,,
-149.2026,21.9199,42.5738,1,2,5,,,
-149.2072,21.9255,42.5412,1,2,5,,,
-149.2185,21.929,42.5204,1,2,5,,,
-149.2386,21.9614,42.5218,1,2,5,,,
-149.2872,21.9855,42.5092,1,2,5,,,
-149.3148,21.9714,42.5059,1,2,5,,,
-149.3367,21.9895,42.5106,1,2,5,,,
-149.3687,21.9871,42.5004,1,2,5,,,
-149.4255,21.9776,42.4914,1,2,5,,,
-149.4828,21.9329,42.4988,1,2,5,,,
-149.4628,21.9571,42.5139,1,2,5,,,
-149.4854,21.9814,42.5045,1,2,5,,,
-149.5117,21.9568,42.5174,1,2,5,,,
-149.535,21.9635,42.5131,1,2,5,,,
-149.5403,21.9841,42.5027,1,2,5,,,
-149.525,21.9681,42.4995,1,2,5,,,
-149.5234,21.9579,42.4697,1,2,5,,,
-149.5386,21.9383,42.4502,1,2,5,,,
-149.5558,21.9706,42.4211,1,2,5,,,
-149.5629,21.9697,42.4141,1,2,5,,,
-149.5878,21.9599,42.399,1,2,5,,,
-149.5836,21.9914,42.3948,1,2,5,,,
-149.5711,21.9763,42.391,1,2,5,,,
-149.5118,21.9611,42.3802,1,2,5,,,
-149.4401,21.9303,42.3412,1,2,5,,,
-149.3393,21.9498,42.2875,1,2,5,,,
-149.2739,21.9651,42.2539,1,2,5,,,
-149.2464,21.9563,42.2574,1,2,5,,,
-149.2484,21.9335,42.2902,1,2,5,,,
-149.2835,21.9203,42.3314,1,2,5,,,
-149.301,21.887,42.3704,1,2,5,,,
-149.3857,21.8785,42.4209,1,2,5,,,
-149.4241,21.8624,42.4326,1,2,5,,,
-149.4727,21.879,42.4527,1,2,5,,,
-149.576,21.9046,42.4938,1,2,5,,,
-149.6283,21.9601,42.5277,1,2,5,,,
-149.6542,22.0739,42.5958,1,2,5,,,
-149.6955,22.2524,42.7358,1,2,5,,,
-149.7079,22.3723,42.828,1,2,5,,,
-149.7433,22.4408,42.8686,1,2,5,,,
-149.7245,22.4357,42.848,1,2,5,,,
-149.7351,22.3675,42.806,1,2,5,,,
-149.7119,22.2918,42.7732,1,2,5,,,
-149.6917,22.1857,42.7135,1,2,5,,,
-149.6443,22.0855,42.6647,1,2,5,,,
-149.5947,22.0212,42.6272,1,2,5,,,
-149.6114,22.0143,42.6084,1,2,5,,,
-149.626,22.0093,42.5874,1,2,5,,,
-149.6519,21.952,42.5581,1,2,5,,,
-149.6435,21.9006,42.5451,1,2,5,,,
-149.6432,21.8897,42.5067,1,2,5,,,
-149.6374,21.8386,42.4575,1,2,5,,,
-149.6237,21.8017,42.3952,1,2,5,,,
-149.6449,21.7609,42.3488,1,2,5,,,
-149.6487,21.7366,42.3067,1,2,5,,,
-149.5838,21.7809,42.2846,1,2,5,,,
-149.532,21.7948,42.2648,1,2,5,,,
-149.6044,21.6905,42.2753,1,2,5,,,
-149.681,21.5895,42.2711,1,2,5,,,
-149.6807,21.5163,42.254,1,2,5,,,
-149.6902,21.4522,42.2491,1,2,5,,,
-149.6817,21.4317,42.2333,1,2,5,,,
-149.6385,21.4224,42.2278,1,2,5,,,
-149.6128,21.4098,42.217,1,2,5,,,
-149.566,21.4456,42.2246,1,2,5,,,
-149.5024,21.542,42.2358,1,2,5,,,
-149.4311,21.5933,42.245,1,2,5,,,
-149.4058,21.6481,42.2535,1,2,5,,,
-149.37,21.6604,42.2678,1,2,5,,,
-149.3438,21.6917,42.2824,1,2,5,,,
-149.3382,21.7919,42.3199,1,2,5,,,
-149.3055,21.8595,42.3555,1,2,5,,,
-149.2657,21.8664,42.3679,1,2,5,,,
-149.3086,21.9122,42.4281,1,2,5,,,
-149.3532,21.95,42.4612,1,2,5,,,
-149.4535,21.8899,42.5415,1,2,5,,,
-149.5305,21.8265,42.5689,1,2,5,,,
-149.6238,21.8158,42.5851,1,2,5,,,
-149.6411,21.8686,42.6426,1,2,5,,,
-149.6294,21.9793,42.7178,1,2,5,,,
-149.5368,22.0585,42.7654,1,2,5,,,
-149.4606,22.0991,42.7868,1,2,5,,,
-149.3292,22.166,42.7653,1,2,5,,,
-149.2267,22.2276,42.7349,1,2,5,,,
-149.1561,22.3312,42.682,1,2,5,,,
-149.1732,22.3986,42.6541,1,2,5,,,
-149.2336,22.4627,42.6525,1,2,5,,,
-149.3038,22.5007,42.6441,1,2,5,,,
-149.3823,22.4252,42.6078,1,2,5,,,
-149.4777,22.3674,42.5834,1,2,5,,,
-149.5218,22.336,42.5523,1,2,5,,,
-149.5311,22.3669,42.558,1,2,5,,,
-149.5268,22.4245,42.5659,1,2,5,,,
-149.5916,22.4041,42.57,1,2,5,,,
-149.6546,22.4115,42.5625,1,2,5,,,
-149.7062,22.4697,42.5995,1,2,5,,,
-149.7548,22.5056,42.6335,1,2,5,,,
-149.8136,22.5113,42.6364,1,2,5,,,
-149.8528,22.545,42.6376,1,2,5,,,
-149.8723,22.5076,42.6264,1,2,5,,,
-149.8653,22.4836,42.6153,1,2,5,,,
-149.8467,22.5118,42.5992,1,2,5,,,
-149.8003,22.5102,42.5747,1,2,5,,,
-149.7063,22.4797,42.5627,1,2,5,,,
-149.6588,22.472,42.5483,1,2,5,,,
-149.5816,22.4613,42.5492,1,2,5,,,
-149.5359,22.4981,42.5377,1,2,5,,,
-149.5044,22.5226,42.5107,1,2,5,,,
-149.4856,22.5564,42.4811,1,2,5,,,
-149.4631,22.5649,42.4522,1,2,5,,,
-149.4577,22.5617,42.4732,1,2,5,,,
-149.4553,22.6474,42.4831,1,2,5,,,
-149.4417,22.7194,42.4635,1,2,5,,,
-149.4279,22.7637,42.429,1,2,5,,,
-149.3642,22.8075,42.3934,1,2,5,,,
-149.2701,22.8518,42.3882,1,2,5,,,
-149.2085,22.9132,42.3516,1,2,5,,,
-149.1236,22.9974,42.3299,1,2,5,,,
-149.0621,23.0595,42.3079,1,2,5,,,
-148.9679,23.154,42.2934,1,2,5,,,
-148.8947,23.225,42.2714,1,2,5,,,
-148.8429,23.2137,42.2539,1,2,5,,,
-148.83,23.2238,42.2192,1,2,5,,,
-148.7956,23.2661,42.1828,1,2,5,,,
-148.7773,23.2858,42.1564,1,2,5,,,
-148.7526,23.2804,42.1073,1,2,5,,,
-148.7266,23.2568,42.0682,1,2,5,,,
-148.6722,23.2686,42.0127,1,1,5,,,
-148.6639,23.2491,41.9765,1,1,5,,,
-148.6812,23.2302,41.9329,1,1,5,,,
-148.6803,23.2378,41.9041,1,1,5,,,
-148.6772,23.2342,41.8548,1,1,5,,,
-148.6512,23.2111,41.7948,1,1,5,,,
-148.6391,23.1968,41.7599,1,1,5,,,
-148.5912,23.1771,41.7002,1,1,5,,,
-148.5467,23.1677,41.6506,1,1,5,,,
-148.5224,23.1631,41.6044,1,1,5,,,
-148.4552,23.151,41.5663,1,1,5,,,
-148.3741,23.0813,41.5286,1,1,5,,,
-148.3096,23.0568,41.5013,1,1,5,,,
-148.2632,23.0115,41.4629,1,1,5,,,
-148.2267,22.9962,41.4312,1,1,5,,,
-148.1659,23.0014,41.424,1,1,5,,,
-148.1727,22.9383,41.3912,1,1,5,,,
-148.2236,22.8978,41.3715,1,1,5,,,
-148.2789,22.86,41.3792,1,1,5,,,
-148.3439,22.8102,41.3733,1,1,5,,,
-148.398,22.7747,41.3811,1,1,5,,,
-148.455,22.765,41.4134,1,1,4,,,
-148.4612,22.7958,41.4487,1,1,4,,,
-148.5056,22.8281,41.49,1,1,4,,,
-148.4846,22.8902,41.4869,1,1,4,,,
-148.5078,22.8427,41.4731,1,1,4,,,
-148.5237,22.7747,41.4502,1,1,4,,,
-148.5652,22.7738,41.4027,1,1,4,,,
-148.567,22.7912,41.3602,1,1,4,,,
-148.5815,22.7945,41.3302,1,1,4,,,
-148.5807,22.7873,41.2927,1,1,4,,,
-148.5459,22.7916,41.2703,1,1,4,,,
-148.5203,22.7864,41.2499,1,1,4,,,
-148.532,22.7912,41.2423,1,1,4,,,
-148.5295,22.8107,41.2234,1,1,4,,,
-148.5146,22.8214,41.2073,1,1,4,,,
-148.4766,22.8027,41.1934,1,1,4,,,
-148.4054,22.8044,41.1769,1,1,4,,,
-148.329,22.802,41.1537,1,1,4,,,
-148.2416,22.768,41.1459,1,1,4,,,
-148.1739,22.7375,41.1461,1,1,4,,,
-148.1625,22.7392,41.1613,1,1,4,,,
-148.1915,22.7482,41.2074,1,1,4,,,
-148.2147,22.8018,41.2519,1,1,4,,,
-148.1838,22.8551,41.2816,1,1,4,,,
-148.1698,22.915,41.3114,1,1,4,,,
-148.1746,22.9569,41.3385,1,1,4,,,
-148.1176,23.006,41.3601,1,1,4,,,
-148.0893,23.0619,41.4035,1,1,4,,,
-148.0375,23.127,41.4235,1,1,4,,,
-147.9793,23.1961,41.4695,1,1,4,,,
-147.9192,23.257,41.4986,1,1,4,,,
-147.8975,23.334,41.5172,1,1,4,,,
-147.8982,23.4222,41.5125,1,1,4,,,
-147.8423,23.4141,41.5139,1,1,4,,,
-147.7787,23.4015,41.5146,1,1,4,,,
-147.7117,23.4128,41.518,1,1,4,,,
-147.6642,23.404,41.5371,1,1,4,,,
-147.5806,23.3944,41.5385,1,1,4,,,
-147.4668,23.4124,41.5234,1,1,4,,,
-147.3751,23.4444,41.5232,1,1,4,,,
-147.2957,23.4731,41.5369,1,1,4,,,
-147.2876,23.5053,41.5508,1,1,4,,,
-147.2673,23.5449,41.5654,1,1,4,,,
-147.2479,23.5491,41.5827,1,1,4,,,
-147.2789,23.5444,41.573,1,1,4,,,
-147.3493,23.5493,41.5921,1,1,4,,,
-147.4297,23.5711,41.5967,1,1,4,,,
-147.5098,23.5756,41.6061,1,1,4,,,
-147.5857,23.5749,41.581,1,1,4,,,
-147.6089,23.5325,41.5471,1,1,4,,,
-147.6007,23.4833,41.535,1,1,4,,,
-147.5709,23.4938,41.5354,1,1,4,,,
-147.5249,23.5045,41.5457,1,1,4,,,
-147.5373,23.5112,41.5638,1,1,4,,,
-147.5322,23.5033,41.6014,1,1,4,,,
-147.4957,23.5029,41.6085,1,1,4,,,
-147.4746,23.4974,41.6229,1,1,4,,,
-147.4072,23.4892,41.6101,1,1,4,,,
-147.3074,23.533,41.6328,1,1,4,,,
-147.2344,23.5733,41.6765,1,1,4,,,
-147.1924,23.59,41.7093,1,1,4,,,
-147.1593,23.5775,41.7232,1,1,4,,,
-147.101,23.5617,41.7201,1,1,4,,,
-147.1147,23.533,41.7119,1,1,4,,,
-147.1005,23.5551,41.7086,1,1,4,,,
-147.1086,23.5955,41.7304,1,1,4,,,
-147.0927,23.642,41.7599,1,1,4,,,
-147.0885,23.6744,41.7693,1,1,4,,,
-147.0176,23.7116,41.787,1,1,4,,,
-146.9986,23.6828,41.781,1,1,4,,,
-146.9449,23.6781,41.7993,1,1,4,,,
-146.9228,23.6752,41.7766,1,1,4,,,
-146.8968,23.6792,41.7433,1,1,4,,,
-146.8778,23.6972,41.7308,1,1,4,,,
-146.8574,23.6566,41.6789,1,1,4,,,
-146.8262,23.6072,41.6292,2,1,4,,,
-146.8415,23.5609,41.5594,2,1,4,,,
-146.8554,23.5665,41.5144,1,1,4,,,
-146.8733,23.5438,41.4661,1,1,4,,,
-146.8893,23.5223,41.4321,1,1,4,,,
-146.8677,23.5105,41.4039,1,1,4,,,
-146.8723,23.5001,41.3917,1,1,4,,,
-146.8868,23.5149,41.3779,1,1,4,,,
-146.8883,23.4884,41.3639,1,1,4,,,
-146.8913,23.4479,41.3374,1,1,4,,,
-146.8918,23.4326,41.3214,1,1,4,,,
-146.9212,23.4285,41.307,1,1,4,,,
-146.8687,23.4386,41.2904,1,1,4,,,
-146.7813,23.4375,41.2923,2,1,4,,,
-146.7044,23.4482,41.3013,2,1,4,,,
-146.6482,23.4269,41.2879,2,1,4,,,
-146.5719,23.4034,41.2677,2,1,4,,,
-146.4833,23.417,41.2886,2,1,4,,,
-146.4088,23.4313,41.3008,2,1,4,,,
-146.3367,23.4141,41.3394,2,1,4,,,
-146.3231,23.4652,41.3797,2,1,4,,,
-146.2935,23.5112,41.4225,2,1,4,,,
-146.2624,23.5829,41.4486,2,1,4,,,
-146.2184,23.6557,41.4761,2,1,4,,,
-146.1771,23.6535,41.4869,2,1,4,,,
-146.1114,23.6836,41.4924,2,1,4,,,
-146.0939,23.6982,41.5046,2,1,4,,,
-146.084,23.6792,41.5042,2,1,4,,,
-146.0463,23.698,41.5187,2,1,4,,,
-146.022,23.658,41.5218,2,1,4,,,
-145.9576,23.6724,41.5245,2,1,4,,,
-145.9118,23.6507,41.5498,2,1,4,,,
-145.9046,23.6517,41.5632,2,1,4,,,
-145.8875,23.674,41.5858,2,1,4,,,
-145.8547,23.7243,41.6084,2,1,4,,,
-145.8121,23.7274,41.6081,2,1,4,,,
-145.7802,23.7433,41.6186,2,1,4,,,
-145.7086,23.751,41.6302,2,1,4,,,
-145.6525,23.7791,41.6452,2,1,4,,,
-145.6645,23.7581,41.6797,2,1,4,,,
-145.709,23.7698,41.7019,2,1,4,,,
-145.7173,23.7466,41.6857,2,1,4,,,
-145.7415,23.7172,41.6602,2,1,4,,,
-145.7557,23.708,41.6445,2,1,4,,,
-145.7171,23.6594,41.618,2,1,4,,,
-145.7222,23.5979,41.5937,2,1,4,,,
-145.7228,23.5697,41.5749,2,1,4,,,
-145.7183,23.5611,41.5625,2,1,4,,,
-145.7171,23.5454,41.5431,2,1,4,,,
-145.6841,23.5476,41.5333,2,1,4,,,
-145.6475,23.5373,41.5401,2,1,4,,,
-145.6215,23.5554,41.5348,2,1,4,,,
-145.5758,23.6244,41.5265,2,1,4,,,
-145.5438,23.6777,41.5344,2,1,4,,,
-145.5009,23.7455,41.5126,2,1,4,,,
-145.5083,23.7799,41.5139,2,1,4,,,
-145.4992,23.8409,41.5173,2,1,4,,,
-145.5063,23.9164,41.5209,2,1,4,,,
-145.4911,23.9449,41.5224,2,1,4,,,
-145.4893,23.9444,41.52,2,1,4,,,
-145.4661,23.975,41.5321,2,1,4,,,
-145.468,23.9659,41.5353,2,1,4,,,
-145.4452,23.9648,41.5679,2,1,4,,,
-145.3884,23.9451,41.6151,2,1,4,,,
-145.3573,23.9327,41.6772,2,1,4,,,
-145.2972,23.9726,41.7292,2,1,4,,,
-145.2567,23.978,41.782,2,1,4,,,
-145.1939,24.02,41.8203,2,1,4,,,
-145.1463,23.981,41.8524,2,1,4,,,
-145.1196,23.9874,41.8693,2,1,4,,,
-145.1095,24.0126,41.8811,2,1,4,,,
-145.0515,24.0659,41.8944,2,1,4,,,
-145.0454,24.1323,41.8984,2,1,4,,,
-145.0318,24.1388,41.9051,2,1,4,,,
-145.0352,24.1588,41.8986,2,1,4,,,
-144.9954,24.1848,41.9094,2,1,4,,,
-144.9709,24.1924,41.9133,2,1,4,,,
-144.9332,24.2165,41.9156,2,1,4,,,
-144.9505,24.2535,41.9267,2,1,4,,,
-144.9058,24.2948,41.9543,2,1,4,,,
-144.9005,24.3536,41.9765,2,1,4,,,
-144.9057,24.3478,41.9731,2,1,4,,,
-144.9431,24.351,41.9497,2,1,4,,,
-144.9753,24.3605,41.9019,2,1,4,,,
-145.0745,24.328,41.8823,2,1,4,,,
-145.1432,24.3286,41.8382,2,1,4,,,
-145.1891,24.289,41.7722,2,1,4,,,
-145.2028,24.2466,41.7212,2,1,4,,,
-145.1628,24.2436,41.6914,2,1,4,,,
-145.1277,24.2364,41.667,2,1,4,,,
-145.0903,24.2164,41.6621,2,1,4,,,
-145.0371,24.1907,41.6378,2,1,4,,,
-144.9502,24.2043,41.6314,2,1,4,,,
-144.8876,24.1898,41.6203,2,1,4,,,
-144.7561,24.1952,41.5909,2,1,4,,,
-144.6645,24.2023,41.6059,2,1,4,,,
-144.5935,24.1665,41.6329,2,1,4,,,
-144.5599,24.1622,41.6594,2,1,4,,,
-144.4958,24.1909,41.6968,2,1,4,,,
-144.4664,24.25,41.7284,2,1,4,,,
-144.3849,24.2997,41.7666,2,1,4,,,
-144.3303,24.34,41.8116,2,1,4,,,
-144.2713,24.338,41.8524,2,1,4,,,
-144.1985,24.3894,41.8958,2,1,4,,,
-144.1218,24.3936,41.9421,2,1,4,,,
-144.0891,24.4181,41.9912,2,1,4,,,
-144.0447,24.4631,42.0073,2,1,4,,,
-144.0269,24.5174,42.0409,2,1,4,,,
-143.9799,24.5204,42.0417,2,2,4,,,
-143.9477,24.4849,42.0565,2,2,4,,,
-143.9047,24.4618,42.0484,2,2,4,,,
-143.8502,24.482,42.036,2,1,4,,,
-143.8572,24.4795,42.0189,2,1,4,,,
-143.8688,24.4562,41.9955,2,1,4,,,
-143.8709,24.3622,41.9517,2,1,4,,,
-143.8251,24.2829,41.9373,2,1,4,,,
-143.7893,24.1518,41.9064,2,1,4,,,
-143.728,24.0211,41.8693,2,1,4,,,
-143.6958,23.8993,41.8253,2,1,4,,,
-143.6452,23.8196,41.8217,2,1,4,,,
-143.6603,23.7362,41.836,2,1,4,,,
-143.6747,23.628,41.8433,2,1,4,,,
-143.6654,23.5913,41.8584,2,1,4,,,
-143.6674,23.5727,41.8454,2,1,4,,,
-143.6819,23.5209,41.8577,2,1,4,,,
-143.6589,23.4492,41.8645,2,1,4,,,
-143.6443,23.4117,41.8686,2,1,4,,,
-143.663,23.4071,41.8794,2,1,4,,,
-143.6732,23.4151,41.8656,2,1,4,,,
-143.6402,23.4207,41.8755,2,1,4,,,
-143.5874,23.4177,41.8798,2,1,4,,,
-143.5527,23.3872,41.8876,2,1,4,,,
-143.5085,23.3435,41.8998,3,1,4,,,
-143.46,23.3422,41.9215,3,1,4,,,
-143.429,23.3665,41.9496,3,1,4,,,
-143.3992,23.3769,41.9733,3,1,4,,,
-143.3861,23.4173,42.0147,3,1,4,,,
-143.3707,23.4608,42.033,3,1,4,,,
-143.345,23.4843,42.0548,3,2,4,,,
-143.3064,23.5062,42.0564,3,2,4,,,
-143.2321,23.5186,42.0581,3,2,4,,,
-143.11,23.5597,42.044,3,2,4,,,
-143.0193,23.6184,42.0378,3,1,4,,,
-142.9952,23.677,42.0263,3,1,4,,,
-142.9698,23.7532,42.0514,3,2,4,,,
-142.9847,23.8233,42.0743,3,2,4,,,
-142.9943,23.7861,42.0829,3,2,4,,,
-142.9852,23.7499,42.0886,3,2,4,,,
-142.9887,23.6909,42.0812,3,2,4,,,
-143.0114,23.6558,42.0597,3,2,4,,,
-143.0435,23.6505,42.0645,3,2,4,,,
-142.9949,23.6263,42.0637,3,2,4,,,
-143.0152,23.5752,42.062,3,2,4,,,
-143.0256,23.5183,42.0549,3,2,4,,,
-143.0109,23.5081,42.0703,3,2,4,,,
-143.0539,23.5232,42.0807,3,2,4,,,
-143.0417,23.5029,42.0892,3,2,4,,,
-143.0325,23.5099,42.0851,3,2,4,,,
-143.0287,23.5307,42.079,3,2,4,,,
-143.0123,23.5692,42.1114,3,2,4,,,
-142.9954,23.6188,42.1619,3,2,4,,,
-142.9627,23.67,42.2,3,2,4,,,
-142.9851,23.676,42.2076,3,2,4,,,
-143.0224,23.6972,42.1953,3,2,4,,,
-143.0826,23.6996,42.1759,3,2,4,,,
-143.1181,23.6873,42.1529,3,2,4,,,
-143.1629,23.7178,42.1345,3,2,4,,,
-143.2399,23.7083,42.089,3,2,4,,,
-143.2814,23.6814,42.0363,3,1,4,,,
-143.3362,23.6758,42.0162,3,1,4,,,
-143.3499,23.6786,42.012,3,1,4,,,
-143.362,23.6702,42.0015,3,1,4,,,
-143.3449,23.6349,41.983,3,1,4,,,
-143.3506,23.5984,41.9624,3,1,4,,,
-143.3479,23.5808,41.9567,3,1,4,,,
-143.3213,23.5866,41.9502,3,1,4,,,
-143.2876,23.5707,41.9653,3,1,4,,,
-143.2488,23.5774,42.0023,3,1,4,,,
-143.2242,23.5981,42.0583,3,2,4,,,
-143.1955,23.6241,42.0908,3,2,4,,,
-143.1577,23.6618,42.1303,3,2,4,,,
-143.0862,23.6763,42.1701,3,2,4,,,
-143.0593,23.6363,42.1944,3,2,4,,,
-143.0276,23.5853,42.2258,3,2,4,,,
-142.9828,23.5743,42.264,3,2,4,,,
-142.9149,23.5707,42.3039,3,2,4,,,
-142.8339,23.613,42.3622,3,2,4,,,
-142.7549,23.6364,42.4062,3,2,4,,,
-142.7159,23.6387,42.4533,3,2,4,,,
-142.6592,23.6536,42.488,3,2,4,,,
-142.6297,23.6686,42.5279,3,2,4,,,
-142.6103,23.6424,42.5566,3,2,4,,,
-142.5938,23.6177,42.5935,3,2,4,,,
-142.5857,23.6055,42.6428,3,2,4,,,
-142.539,23.5927,42.6898,3,2,4,,,
-142.521,23.5343,42.7388,3,2,4,,,
-142.4508,23.4994,42.7411,3,2,4,,,
-142.3663,23.4868,42.7535,4,2,4,,,
-142.3267,23.4809,42.7768,4,2,4,,,
-142.2998,23.4696,42.8198,4,2,4,,,
-142.2456,23.536,42.8232,4,2,4,,,
-142.1603,23.5361,42.8516,4,2,4,,,
