z,x,y,z,y,TRUTH,,,
-142.1018,23.5839,42.8615,4,2,4,,,
-141.9995,23.5682,42.8701,4,2,4,,,
-141.9309,23.5941,42.8805,4,2,4,,,
-141.8794,23.6478,42.9031,4,2,4,,,
-141.8289,23.675,42.9259,4,2,4,,,
-141.7612,23.6928,42.9483,4,2,4,,,
-141.7228,23.6493,42.9647,4,2,4,,,
-141.6753,23.6925,43.002,4,2,4,,,
-141.6938,23.7003,42.9993,4,2,4,,,
-141.6721,23.7546,43.0323,4,2,4,,,
-141.6178,23.7964,43.0675,4,2,4,,,
-141.6589,23.8191,43.0973,4,2,4,,,
-141.599,23.8202,43.1189,4,3,5,,,
-141.6154,23.8254,43.1933,4,3,5,,,
-141.6689,23.8462,43.2518,4,3,5,,,
-141.6598,23.9164,43.3428,4,3,5,,,
-141.6859,23.9823,43.4455,4,3,5,,,
-141.7207,24.0235,43.5174,4,3,5,,,
-141.786,24.006,43.5761,4,4,5,,,
-141.8871,24.015,43.601,4,4,5,,,
-141.941,24.0038,43.6388,4,4,5,,,
-142.0089,24.0275,43.684,4,4,5,,,
-142.0706,24.0227,43.7029,4,4,5,,,
-142.1084,24.0085,43.7006,4,4,5,,,
-142.1564,23.9862,43.7151,4,4,5,,,
-142.2076,23.9418,43.7094,4,4,5,,,
-142.2328,23.9405,43.7024,4,4,5,,,
-142.2604,23.9117,43.7152,4,4,5,,,
-142.31,23.9174,43.7146,4,4,5,,,
-142.3292,23.9058,43.7116,4,4,5,,,
-142.4033,23.8636,43.7307,3,4,5,,,
-142.5049,23.8897,43.7359,3,4,5,,,
-142.5773,23.8956,43.7279,3,4,5,,,
-142.6754,23.8579,43.7434,3,4,5,,,
-142.7307,23.8052,43.7572,3,4,5,,,
-142.8099,23.7698,43.7581,3,4,5,,,
-142.8763,23.7749,43.7786,3,4,5,,,
-142.9301,23.7582,43.8156,3,4,5,,,
-142.9808,23.7468,43.8374,3,4,5,,,
-142.9667,23.7545,43.8383,3,4,5,,,
-142.9493,23.7091,43.8182,3,4,5,,,
-142.9167,23.6351,43.7695,3,4,5,,,
-142.8912,23.577,43.7374,3,4,5,,,
-142.9107,23.5039,43.6971,3,4,5,,,
-142.9169,23.408,43.6357,3,4,5,,,
-142.9329,23.2694,43.5694,3,4,5,,,
-142.9642,23.1509,43.5212,3,3,5,,,
-142.9943,23.0401,43.4786,3,3,5,,,
-143.0042,22.9871,43.4427,3,3,5,,,
-143.0196,22.9415,43.399,3,3,5,,,
-142.963,22.8742,43.3597,3,3,5,,,
-142.9383,22.8526,43.3227,3,3,5,,,
-142.8944,22.8509,43.2853,3,3,5,,,
-142.9063,22.8297,43.2736,3,3,5,,,
-142.9096,22.8059,43.2607,3,3,5,,,
-142.8811,22.8492,43.2954,3,3,5,,,
-142.9047,22.8614,43.3207,3,3,5,,,
-142.9778,22.8621,43.3502,3,3,5,,,
-143.0844,22.8874,43.3554,3,3,5,,,
-143.1307,22.9164,43.3678,3,3,5,,,
-143.2004,22.957,43.3628,3,3,5,,,
-143.2257,22.9615,43.363,3,3,5,,,
-143.2221,23.0017,43.3514,3,3,5,,,
-143.3024,23.06,43.3212,3,3,5,,,
-143.3875,23.1689,43.2916,3,3,5,,,
-143.429,23.239,43.2533,3,3,5,,,
-143.5073,23.3098,43.2278,3,3,5,,,
-143.5001,23.3644,43.2028,3,3,5,,,
-143.4755,23.379,43.1728,3,3,5,,,
-143.4314,23.3659,43.148,3,3,5,,,
-143.3749,23.3611,43.1431,3,3,5,,,
-143.3491,23.3362,43.1409,3,3,5,,,
-143.3099,23.3752,43.1563,3,3,5,,,
-143.2697,23.3744,43.1454,3,3,5,,,
-143.2479,23.4019,43.1643,3,3,5,,,
-143.2264,23.4062,43.1614,3,3,5,,,
-143.2494,23.4063,43.1634,3,3,5,,,
-143.2193,23.4174,43.1606,3,3,5,,,
-143.2511,23.4112,43.1545,3,3,5,,,
-143.2435,23.397,43.1406,3,3,5,,,
-143.2769,23.4153,43.1276,3,3,5,,,
-143.26,23.4072,43.1151,3,2,5,,,
-143.247,23.3716,43.1026,3,2,5,,,
-143.2366,23.3676,43.0963,3,2,5,,,
-143.1966,23.386,43.0994,3,2,5,,,
-143.1819,23.3513,43.101,3,2,5,,,
-143.151,23.3079,43.0899,3,2,5,,,
-143.1727,23.2466,43.0918,3,2,5,,,
-143.1695,23.2351,43.0885,3,2,5,,,
-143.1998,23.2075,43.0972,3,2,5,,,
-143.1914,23.1421,43.082,3,2,5,,,
-143.1874,23.1134,43.0771,3,2,5,,,
-143.1647,23.0429,43.0586,3,2,5,,,
-143.122,22.9837,43.0299,3,2,5,,,
-143.0985,22.9657,43.0011,3,2,5,,,
-143.1485,22.8728,42.9783,3,2,5,,,
-143.1352,22.8587,42.9418,3,2,5,,,
-143.0974,22.7658,42.938,3,2,5,,,
-143.0511,22.7304,42.9267,3,2,5,,,
-143.0271,22.6944,42.9195,3,2,5,,,
-143.0454,22.6753,42.9452,3,2,5,,,
-142.9935,22.7018,42.9905,3,2,5,,,
-142.9585,22.6823,43.0209,3,2,5,,,
-142.9571,22.6398,43.068,3,2,5,,,
-142.9426,22.643,43.1119,3,2,5,,,
-142.9089,22.6651,43.1531,3,3,5,,,
-142.9259,22.6809,43.2022,3,3,5,,,
-142.9371,22.7099,43.2565,3,3,5,,,
-142.9415,22.7184,43.3109,3,3,5,,,
-142.9127,22.7114,43.3556,3,3,5,,,
-142.9054,22.6767,43.3971,3,3,5,,,
-142.8874,22.6866,43.4395,3,3,5,,,
-142.8831,22.6839,43.4932,3,3,5,,,
-142.8261,22.7165,43.5455,3,3,5,,,
-142.8479,22.7617,43.6143,3,4,5,,,
-142.8467,22.7512,43.6568,3,4,5,,,
-142.856,22.6878,43.6713,3,4,5,,,
-142.8555,22.6217,43.6719,3,4,5,,,
-142.872,22.5599,43.69,3,4,5,,,
-142.8515,22.4845,43.6797,3,4,5,,,
-142.8373,22.445,43.6781,3,4,5,,,
-142.8163,22.3746,43.668,3,4,5,,,
-142.815,22.3223,43.6635,3,4,5,,,
-142.7986,22.277,43.6652,3,4,5,,,
-142.8472,22.2949,43.6896,3,4,5,,,
-142.8367,22.2742,43.6938,3,4,5,,,
-142.8633,22.2767,43.7166,3,4,5,,,
-142.9033,22.3198,43.7367,3,4,5,,,
-143.0273,22.3948,43.7852,3,4,5,,,
-143.0922,22.4357,43.8236,3,4,5,,,
-143.1842,22.4802,43.8798,3,4,5,,,
-143.2351,22.4528,43.9053,3,4,5,,,
-143.2577,22.3653,43.9259,3,4,5,,,
-143.2519,22.2764,43.9388,3,4,5,,,
-143.2355,22.1937,43.9677,3,4,5,,,
-143.2556,22.133,43.9891,3,4,5,,,
-143.2981,22.0753,44.0092,3,4,5,,,
-143.323,22.0471,44.0373,3,4,5,,,
-143.3141,22.0631,44.1147,3,4,5,,,
-143.3323,22.0593,44.1947,3,4,5,,,
-143.3456,22.0601,44.238,3,4,5,,,
-143.2694,22.0629,44.2671,3,4,5,,,
-143.2723,22.0518,44.248,3,4,5,,,
-143.2446,21.9877,44.2092,3,4,5,,,
-143.2172,21.9168,44.1551,3,4,5,,,
-143.1277,21.8092,44.0483,3,4,5,,,
-143.0457,21.7049,43.9603,3,4,5,,,
-142.9469,21.6435,43.8834,3,4,5,,,
-142.9028,21.5671,43.8106,3,4,5,,,
-142.8479,21.4726,43.7384,3,4,5,,,
-142.821,21.4103,43.689,3,4,5,,,
-142.7616,21.413,43.6719,3,4,5,,,
-142.7193,21.3966,43.6507,3,4,5,,,
-142.6838,21.3959,43.6442,3,4,5,,,
-142.6438,21.3959,43.6394,3,4,5,,,
-142.6087,21.4248,43.6394,3,4,5,,,
-142.5982,21.4345,43.6184,3,4,5,,,
-142.5812,21.4356,43.5694,3,4,5,,,
-142.5811,21.4213,43.5489,3,3,5,,,
-142.5656,21.4206,43.5251,3,3,5,,,
-142.5643,21.4605,43.519,3,3,5,,,
-142.5692,21.4636,43.5128,3,3,5,,,
-142.5842,21.4533,43.5322,3,3,5,,,
-142.5319,21.4765,43.5526,3,3,5,,,
-142.5738,21.5394,43.5958,3,4,5,,,
-142.5939,21.5891,43.5972,3,4,5,,,
-142.5648,21.6311,43.6229,3,4,5,,,
-142.5373,21.6602,43.615,3,4,5,,,
-142.5102,21.6398,43.6012,3,4,5,,,
-142.5778,21.5954,43.584,3,4,5,,,
-142.5569,21.5505,43.5543,3,3,5,,,
-142.5169,21.4918,43.5756,3,4,5,,,
-142.4737,21.4689,43.6092,3,4,5,,,
-142.4298,21.4746,43.6239,3,4,5,,,
-142.4261,21.4995,43.6401,3,4,5,,,
-142.4412,21.4512,43.6327,3,4,5,,,
-142.4182,21.4239,43.6297,3,4,5,,,
-142.3726,21.4167,43.6375,4,4,5,,,
-142.3295,21.3614,43.5639,4,4,5,,,
-142.3149,21.2975,43.5239,4,3,5,,,
-142.272,21.3129,43.5114,4,3,5,,,
-142.2959,21.2475,43.4556,4,3,5,,,
-142.3591,21.213,43.3717,4,3,5,,,
-142.3314,21.208,43.3726,4,3,5,,,
-142.3802,21.1516,43.3471,4,3,5,,,
-142.3917,21.1605,43.3599,3,3,5,,,
-142.3955,21.2518,43.43,3,3,5,,,
-142.4438,21.248,43.4954,3,3,5,,,
-142.4506,21.2943,43.5387,3,3,5,,,
-142.5365,21.3068,43.5988,3,4,5,,,
-142.5866,21.3116,43.6585,3,4,5,,,
-142.6058,21.2772,43.6728,3,4,5,,,
-142.5401,21.2385,43.6702,3,4,5,,,
-142.5152,21.1685,43.6276,3,4,5,,,
-142.4529,21.0976,43.6003,3,4,5,,,
-142.4016,21.0078,43.5791,3,4,5,,,
-142.4344,20.9766,43.5625,3,4,5,,,
-142.4664,20.9714,43.5633,3,4,5,,,
-142.4735,20.9546,43.5653,3,4,5,,,
-142.4945,20.9643,43.5806,3,4,5,,,
-142.5077,20.9773,43.5922,3,4,5,,,
-142.552,20.9345,43.6024,3,4,5,,,
-142.5999,20.9431,43.6247,3,4,5,,,
-142.6488,21.018,43.6642,3,4,5,,,
-142.6552,21.0175,43.6747,3,4,5,,,
-142.7226,21.0653,43.6916,3,4,5,,,
-142.7487,21.0751,43.7194,3,4,5,,,
-142.7191,21.0574,43.7135,3,4,5,,,
-142.7144,21.0667,43.7024,3,4,5,,,
-142.687,20.9936,43.652,3,4,5,,,
-142.6682,20.9724,43.6498,3,4,5,,,
-142.677,20.9545,43.6181,3,4,5,,,
-142.6799,20.9555,43.5986,3,4,5,,,
-142.6952,20.9432,43.581,3,4,5,,,
-142.6998,20.9247,43.5565,3,4,5,,,
-142.6999,20.8872,43.534,3,3,5,,,
-142.7047,20.8332,43.528,3,3,5,,,
-142.6208,20.7987,43.5211,3,3,5,,,
-142.5906,20.8148,43.5223,3,3,5,,,
-142.5238,20.8204,43.5222,3,3,5,,,
-142.5302,20.8081,43.5504,3,3,5,,,
-142.4762,20.8118,43.5612,3,4,5,,,
-142.4363,20.7605,43.5667,3,4,5,,,
-142.4165,20.7137,43.5763,3,4,5,,,
-142.4585,20.6559,43.5782,3,4,5,,,
-142.5065,20.6595,43.6001,3,4,5,,,
-142.5112,20.5763,43.6168,3,4,5,,,
-142.5589,20.5582,43.6308,3,4,5,,,
-142.5666,20.5747,43.6382,3,4,5,,,
-142.5905,20.5661,43.6486,3,4,5,,,
-142.5613,20.5352,43.6473,3,4,5,,,
-142.5576,20.5346,43.6439,3,4,5,,,
-142.5765,20.5471,43.6434,3,4,5,,,
-142.5939,20.5361,43.6476,3,4,5,,,
-142.5943,20.5432,43.6657,3,4,5,,,
-142.6099,20.5433,43.6824,3,4,5,,,
-142.55,20.5129,43.7133,3,4,5,,,
-142.4875,20.5628,43.7236,3,4,5,,,
-142.4621,20.5455,43.7372,3,4,5,,,
-142.4187,20.5158,43.7224,3,4,5,,,
-142.3983,20.4826,43.7219,3,4,5,,,
-142.3811,20.4562,43.7133,4,4,5,,,
-142.3462,20.4394,43.7157,4,4,5,,,
-142.3483,20.4082,43.7251,4,4,5,,,
-142.3524,20.4277,43.7605,4,4,5,,,
-142.3869,20.4832,43.772,4,4,5,,,
-142.4727,20.5173,43.7725,3,4,5,,,
-142.5356,20.5829,43.7864,3,4,5,,,
-142.6371,20.6345,43.779,3,4,5,,,
-142.7035,20.6733,43.743,3,4,5,,,
-142.7672,20.6845,43.7144,3,4,5,,,
-142.816,20.7098,43.7023,3,4,5,,,
-142.8537,20.7076,43.66,3,4,5,,,
-142.798,20.7476,43.6259,3,4,5,,,
-142.7747,20.7662,43.6135,3,4,5,,,
-142.8118,20.8004,43.5832,3,4,5,,,
-142.8587,20.8359,43.5889,3,4,5,,,
-142.8849,20.8972,43.6139,3,4,5,,,
-142.8958,20.9435,43.6421,3,4,5,,,
-142.8699,20.9667,43.6895,3,4,5,,,
-142.8495,20.9787,43.7185,3,4,5,,,
-142.8387,21.0225,43.7739,3,4,5,,,
-142.7801,21.0759,43.8354,3,4,5,,,
-142.6924,21.1454,43.8877,3,4,5,,,
-142.5671,21.203,43.9564,3,4,5,,,
-142.4142,21.2524,44.0154,3,4,5,,,
-142.256,21.2941,44.1023,4,4,5,,,
-142.1189,21.3409,44.1742,4,4,5,,,
-141.9669,21.3855,44.2382,4,4,5,,,
-141.8428,21.3996,44.3202,4,4,5,,,
-141.712,21.4516,44.3828,4,4,5,,,
-141.6105,21.4531,44.4642,4,4,5,,,
-141.4949,21.4646,44.5234,4,4,5,,,
-141.3883,21.4465,44.5843,4,4,5,,,
-141.3135,21.4308,44.6232,4,4,5,,,
-141.2335,21.4344,44.6506,4,4,5,,,
-141.1366,21.4605,44.6768,4,4,5,,,
-141.0677,21.4955,44.698,4,4,5,,,
-140.994,21.5165,44.7148,4,4,5,,,
-140.903,21.5385,44.7194,4,4,5,,,
-140.8026,21.5506,44.7237,4,4,5,,,
-140.7404,21.5983,44.7399,4,4,5,,,
-140.697,21.6044,44.7412,4,4,5,,,
-140.6569,21.5872,44.7517,4,4,5,,,
-140.6071,21.5534,44.7435,4,4,5,,,
-140.5397,21.5197,44.7214,4,4,5,,,
-140.4892,21.5115,44.7051,4,4,5,,,
-140.4897,21.4801,44.7122,4,4,5,,,
-140.481,21.4724,44.703,4,4,5,,,
-140.5037,21.5104,44.7041,4,4,5,,,
-140.5421,21.5744,44.6945,4,4,5,,,
-140.5875,21.5751,44.6939,4,4,5,,,
-140.6414,21.587,44.7024,4,4,5,,,
-140.6766,21.5597,44.699,4,4,5,,,
-140.7012,21.5585,44.6878,4,4,5,,,
-140.7068,21.5309,44.6555,4,4,5,,,
-140.7291,21.5396,44.6307,4,4,5,,,
-140.7173,21.5721,44.5917,4,4,5,,,
-140.6788,21.6104,44.5544,4,4,5,,,
-140.6728,21.6378,44.4949,4,4,5,,,
-140.6579,21.6177,44.4168,4,4,5,,,
-140.623,21.6143,44.3254,4,4,5,,,
-140.6275,21.555,44.1943,4,4,5,,,
-140.6599,21.5224,44.0733,4,4,5,,,
-140.6656,21.4918,43.9116,4,4,5,,,
-140.6778,21.4332,43.7415,4,4,5,,,
-140.7124,21.3986,43.5846,4,4,5,,,
-140.7429,21.352,43.4413,4,3,5,,,
-140.8002,21.2999,43.2798,4,3,5,,,
-140.8239,21.2135,43.1112,4,2,5,,,
-140.854,21.1306,42.946,4,2,5,,,
-140.884,21.0606,42.7882,4,2,5,,,
-140.8867,20.9929,42.6299,4,2,5,,,
-140.9025,20.8909,42.4648,4,2,5,,,
-140.9781,20.8127,42.3295,4,2,5,,,
-141.0613,20.7463,42.2037,4,2,5,,,
-141.1308,20.6789,42.0824,4,2,5,,,
-141.2244,20.6485,42.003,4,1,5,,,
-141.2976,20.6087,41.9327,4,1,5,,,
-141.3772,20.6217,41.8909,4,1,5,,,
-141.4683,20.5999,41.8496,4,1,5,,,
-141.5533,20.5629,41.8127,4,1,5,,,
-141.6035,20.5144,41.7453,4,1,5,,,
-141.6166,20.439,41.6778,4,1,5,,,
-141.6558,20.411,41.6515,4,1,5,,,
-141.7561,20.3491,41.6153,4,1,5,,,
-141.8405,20.3131,41.5737,4,1,5,,,
-141.8846,20.2938,41.5069,4,1,5,,,
-141.9355,20.2478,41.4393,4,1,5,,,
-141.9354,20.2267,41.3844,4,1,5,,,
-141.9953,20.2367,41.3429,4,1,5,,,
-142.0335,20.2886,41.3096,4,1,5,,,
-142.0715,20.327,41.2671,4,1,5,,,
-142.0785,20.3024,41.2254,4,1,5,,,
-142.0659,20.3159,41.1726,4,1,5,,,
-142.0568,20.2858,41.1486,4,1,5,,,
-142.0637,20.2496,41.1237,4,1,5,,,
-142.0585,20.2344,41.0834,4,1,5,,,
-142.0179,20.1825,41.029,4,1,5,,,
-141.9341,20.1363,40.9664,4,1,5,,,
-141.9106,20.1112,40.9281,4,1,5,,,
-141.8627,20.0814,40.886,4,1,5,,,
-141.8298,20.0261,40.8507,4,1,5,,,
-141.7959,19.967,40.8216,4,1,5,,,
-141.7373,19.9404,40.8165,4,1,5,,,
-141.6169,19.8922,40.7967,4,1,5,,,
-141.5103,19.8881,40.79,4,1,5,,,
-141.3894,19.8535,40.7913,4,1,5,,,
-141.245,19.7867,40.8031,4,1,5,,,
-141.1458,19.7255,40.8428,4,1,5,,,
-141.0811,19.6659,40.8927,4,1,5,,,
-141.0155,19.6501,40.9676,4,1,5,,,
-140.9805,19.6858,41.0636,4,1,5,,,
-140.9535,19.7161,41.1669,4,1,5,,,
-141.0068,19.7471,41.3089,4,1,5,,,
-141.061,19.7903,41.4783,4,1,5,,,
-141.1271,19.8282,41.6546,4,1,5,,,
-141.1615,19.8734,41.8563,4,1,5,,,
-141.2443,19.9345,42.067,4,2,5,,,
-141.3593,19.9849,42.2992,4,2,5,,,
-141.4533,20.0101,42.541,4,2,5,,,
-141.5945,20.0187,42.7677,4,2,5,,,
-141.6668,20.0022,42.9685,4,2,5,,,
-141.7819,19.9529,43.1491,4,3,5,,,
-141.8817,19.9001,43.3048,4,3,5,,,
-142.0071,19.8425,43.4677,4,3,5,,,
-142.1119,19.7561,43.5827,4,4,5,,,
-142.2007,19.6739,43.7047,4,4,5,,,
-142.2721,19.593,43.7753,4,4,5,,,
-142.3425,19.4788,43.8186,4,4,5,,,
-142.3642,19.3661,43.8263,4,4,5,,,
-142.413,19.2297,43.798,3,4,5,,,
-142.4199,19.1216,43.7744,3,4,5,,,
-142.4131,19.0733,43.7371,3,4,5,,,
-142.4012,19.0066,43.6822,3,4,5,,,
-142.4337,18.9496,43.6618,3,4,5,,,
-142.4572,18.9302,43.6407,3,4,5,,,
-142.4492,18.8646,43.5982,3,4,5,,,
-142.4485,18.8225,43.564,3,4,5,,,
-142.4422,18.7876,43.5499,3,3,5,,,
-142.402,18.7826,43.5244,3,3,5,,,
-142.3629,18.7273,43.4969,4,3,5,,,
-142.3683,18.6417,43.4788,4,3,5,,,
-142.375,18.5879,43.4347,4,3,5,,,
-142.3548,18.5115,43.3959,4,3,5,,,
-142.341,18.4979,43.346,4,3,5,,,
-142.3583,18.4684,43.2885,4,3,5,,,
-142.398,18.487,43.2309,3,3,5,,,
-142.4093,18.443,43.1581,3,3,5,,,
-142.3943,18.3887,43.0872,3,2,5,,,
-142.3616,18.3663,42.9936,4,2,5,,,
-142.351,18.2878,42.8985,4,2,5,,,
-142.3448,18.2305,42.8058,4,2,5,,,
-142.3329,18.1837,42.7186,4,2,5,,,
-142.3903,18.1812,42.6371,3,2,5,,,
-142.4133,18.1314,42.5438,3,2,5,,,
-142.3986,18.1104,42.4706,3,2,5,,,
-142.3856,18.1018,42.3901,4,2,5,,,
-142.3779,18.0901,42.3015,4,2,5,,,
-142.3896,18.1139,42.239,4,2,5,,,
-142.3492,18.1001,42.1452,4,2,5,,,
-142.3515,18.1048,42.0672,4,2,5,,,
-142.3078,18.0837,41.9805,4,1,5,,,
-142.2625,18.1241,41.9081,4,1,5,,,
-142.2395,18.1325,41.8368,4,1,5,,,
-142.2191,18.1664,41.7897,4,1,5,,,
-142.2021,18.1563,41.74,4,1,5,,,
-142.1369,18.1903,41.6909,4,1,5,,,
-142.1228,18.2367,41.6606,4,1,5,,,
-142.0952,18.226,41.6148,4,1,5,,,
-142.0802,18.2412,41.5789,4,1,5,,,
-142.0647,18.2752,41.5472,4,1,5,,,
-142.0532,18.3284,41.5323,4,1,5,,,
-142.095,18.3564,41.5146,4,1,5,,,
-142.1434,18.4002,41.5063,4,1,5,,,
-142.1879,18.4382,41.4953,4,1,5,,,
-142.2585,18.5132,41.486,4,1,5,,,
-142.3314,18.5889,41.5146,4,1,5,,,
-142.4252,18.6388,41.5271,3,1,5,,,
-142.4827,18.6882,41.5205,3,1,5,,,
-142.5181,18.7312,41.5149,3,1,5,,,
-142.5604,18.7611,41.4998,3,1,5,,,
-142.691,18.7934,41.4883,3,1,5,,,
-142.7756,18.7712,41.4819,3,1,5,,,
-142.85,18.8072,41.4555,3,1,5,,,
-142.9158,18.8326,41.4091,3,1,5,,,
-143.0119,18.8214,41.3509,3,1,5,,,
-143.1422,18.8169,41.307,3,1,5,,,
-143.2957,18.9293,41.3109,3,1,5,,,
-143.5271,19.0241,41.334,2,1,5,,,
-143.9243,19.098,41.4006,2,1,5,,,
-144.3337,19.2049,41.5123,2,1,5,,,
-144.6657,19.3739,41.609,2,1,5,,,
-144.9029,19.506,41.7043,2,1,5,,,
-145.102,19.6464,41.7907,2,1,5,,,
-145.2347,19.7897,41.8604,2,1,5,,,
-145.377,19.875,41.9444,2,1,5,,,
-145.4695,19.9554,41.9969,2,1,5,,,
-145.5494,20.0439,42.012,2,1,5,,,
-145.6494,20.0808,42.0177,2,1,5,,,
-145.7026,20.1386,41.9814,2,1,5,,,
-145.7844,20.1603,41.9385,2,1,5,,,
-145.7996,20.2186,41.9086,2,1,5,,,
-145.7081,20.2227,41.8705,2,1,5,,,
-145.5762,20.2248,41.8081,2,1,5,,,
-145.4224,20.2306,41.7286,2,1,5,,,
-145.3118,20.1785,41.6176,2,1,5,,,
-145.183,20.158,41.5055,2,1,5,,,
-145.062,20.1117,41.4209,2,1,5,,,
-145.0089,20.0767,41.341,2,1,5,,,
-144.9897,20.0445,41.2743,2,1,5,,,
-144.9496,20.0363,41.2246,2,1,5,,,
-144.8971,20.0527,41.1619,2,1,5,,,
-144.8923,20.0466,41.1416,2,1,5,,,
-144.8185,20.0211,41.1151,2,1,5,,,
-144.7705,19.9839,41.0783,2,1,5,,,
-144.7286,19.9499,41.0366,2,1,5,,,
-144.6845,19.9267,41.0143,2,1,5,,,
-144.6345,19.9851,41.0048,2,1,5,,,
-144.5728,20.0549,40.9969,2,1,5,,,
-144.5196,20.1465,41.0054,2,1,5,,,
-144.4566,20.2635,41.0228,2,1,5,,,
-144.4023,20.3091,41.0296,2,1,5,,,
-144.3064,20.3683,41.0162,2,1,5,,,
-144.2267,20.454,41.011,2,1,5,,,
-144.1734,20.5111,41.0158,2,1,5,,,
-144.1077,20.5434,41.0054,2,1,5,,,
-143.9882,20.5446,40.9961,2,1,5,,,
-143.8982,20.5793,40.9885,2,1,5,,,